title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
"Addressing Value Estimation Errors in Reinforcement Learning with a
  State-Action Return Distribution Function","In current reinforcement learning (RL) methods, function approximation errors
are known to lead to the overestimated or underestimated state-action values Q,
which further lead to suboptimal policies. We show that the learning of a
state-action return distribution function can be used to improve the estimation
accuracy of the Q-value. We combine the distributional return function within
the maximum entropy RL framework in order to develop what we call the
Distributional Soft Actor-Critic algorithm, DSAC, which is an off-policy method
for continuous control setting. Unlike traditional distributional Q algorithms
which typically only learn a discrete return distribution, DSAC can directly
learn a continuous return distribution by truncating the difference between the
target and current return distribution to prevent gradient explosion.
Additionally, we propose a new Parallel Asynchronous Buffer-Actor-Learner
architecture (PABAL) to improve the learning efficiency. We evaluate our method
on the suite of MuJoCo continuous control tasks, achieving the state of the art
performance.",cs.LG,"eess.SY, cs.LG, cs.SY, cs.AI",4,Machine Learning,"Machine Learning, Systems and Control, Artificial Intelligence",Bo Cheng,"Jingliang Duan, Yang Guan, Yangang Ren, Shengbo Eben Li, Bo Cheng",5,http://arxiv.org/pdf/2001.02811v1,http://arxiv.org/abs/2001.02811v1,2020-01-09
"Don't Judge an Object by Its Context: Learning to Overcome Contextual
  Bias","Existing models often leverage co-occurrences between objects and their
context to improve recognition accuracy. However, strongly relying on context
risks a model's generalizability, especially when typical co-occurrence
patterns are absent. This work focuses on addressing such contextual biases to
improve the robustness of the learnt feature representations. Our goal is to
accurately recognize a category in the absence of its context, without
compromising on performance when it co-occurs with context. Our key idea is to
decorrelate feature representations of a category from its co-occurring
context. We achieve this by learning a feature subspace that explicitly
represents categories occurring in the absence of context along side a joint
feature subspace that represents both categories and context. Our very simple
yet effective method is extensible to two multi-label tasks -- object and
attribute classification. On 4 challenging datasets, we demonstrate the
effectiveness of our method in reducing contextual bias.",cs.CV,"cs.CV, cs.LG",2,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning",Deepti Ghadiyaram,"Krishna Kumar Singh, Dhruv Mahajan, Kristen Grauman, Yong Jae Lee, Matt Feiszli, Deepti Ghadiyaram",6,http://arxiv.org/pdf/2001.03152v1,http://arxiv.org/abs/2001.03152v1,2020-01-09
"Compression of convolutional neural networks for high performance
  imagematching tasks on mobile devices","Deep neural networks have demonstrated state-of-the-art performance for
feature-based image matching through the advent of new large and diverse
datasets. However, there has been little work on evaluating the computational
cost, model size, and matching accuracy tradeoffs for these models. This paper
explicitly addresses these practical constraints by considering
state-of-the-art L2Net architecture. We observe a significant redundancy in the
L2Net architecture, which we exploit through the use of depthwise separable
layers and an efficient Tucker decomposition. We demonstrate that a combination
of these methods is more effective, but still sacrifices the top-end accuracy.
We therefore propose the Convolution-Depthwise-Pointwise (CDP) layer, which
provides a means of interpolating between the standard and depthwise separable
convolutions. With this proposed layer, we are able to achieve up to 8 times
reduction in the number of parameters on the L2Net architecture, 13 times
reduction in the computational complexity, while sacrificing less than 1% on
the overall accuracy across the HPatches benchmarks. To further demonstrate the
generalisation of this approach, we apply it to the SuperPoint model. We show
that CDP layers improve upon the accuracy while using significantly less
parameters and floating-point operations for inference.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Krystian Mikolajczyk,"Roy Miles, Krystian Mikolajczyk",2,http://arxiv.org/pdf/2001.03102v1,http://arxiv.org/abs/2001.03102v1,2020-01-09
"Investigating the Impact of Inclusion in Face Recognition Training Data
  on Individual Face Identification","Modern face recognition systems leverage datasets containing images of
hundreds of thousands of specific individuals' faces to train deep
convolutional neural networks to learn an embedding space that maps an
arbitrary individual's face to a vector representation of their identity. The
performance of a face recognition system in face verification (1:1) and face
identification (1:N) tasks is directly related to the ability of an embedding
space to discriminate between identities. Recently, there has been significant
public scrutiny into the source and privacy implications of large-scale face
recognition training datasets such as MS-Celeb-1M and MegaFace, as many people
are uncomfortable with their face being used to train dual-use technologies
that can enable mass surveillance. However, the impact of an individual's
inclusion in training data on a derived system's ability to recognize them has
not previously been studied. In this work, we audit ArcFace, a
state-of-the-art, open source face recognition system, in a large-scale face
identification experiment with more than one million distractor images. We find
a Rank-1 face identification accuracy of 79.71% for individuals present in the
model's training data and an accuracy of 75.73% for those not present. This
modest difference in accuracy demonstrates that face recognition systems using
deep learning work better for individuals they are trained on, which has
serious privacy implications when one considers all major open source face
recognition training datasets do not obtain informed consent from individuals
during their collection.",cs.CY,"cs.CY, cs.CV",2,Computers and Society,"Computers and Society, Computer Vision and Pattern Recognition",Alexander Wong,"Chris Dulhanty, Alexander Wong",2,http://arxiv.org/pdf/2001.03071v1,http://arxiv.org/abs/2001.03071v1,2020-01-09
STAViS: Spatio-Temporal AudioVisual Saliency Network,"We introduce STAViS, a spatio-temporal audiovisual saliency network that
combines spatio-temporal visual and auditory information in order to
efficiently address the problem of saliency estimation in videos. Our approach
employs a single network that combines visual saliency and auditory features
and learns to appropriately localize sound sources and to fuse the two
saliencies in order to obtain a final saliency map. The network has been
designed, trained end-to-end, and evaluated on six different databases that
contain audiovisual eye-tracking data of a large variety of videos. We compare
our method against 8 different state-of-the-art visual saliency models.
Evaluation results across databases indicate that our STAViS model outperforms
our visual only variant as well as the other state-of-the-art models in the
majority of cases. Also, the consistently good performance it achieves for all
databases indicates that it is appropriate for estimating saliency
""in-the-wild"".",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Petros Maragos,"Antigoni Tsiami, Petros Koutras, Petros Maragos",3,http://arxiv.org/pdf/2001.03063v1,http://arxiv.org/abs/2001.03063v1,2020-01-09
Virtual to Real adaptation of Pedestrian Detectors for Smart Cities,"Pedestrian detection through computer vision is a building block for a
multitude of applications in the context of smart cities, such as surveillance
of sensitive areas, personal safety, monitoring, and control of pedestrian
flow, to mention only a few. Recently, there was an increasing interest in deep
learning architectures for performing such a task. One of the critical
objectives of these algorithms is to generalize the knowledge gained during the
training phase to new scenarios having various characteristics, and a suitably
labeled dataset is fundamental to achieve this goal. The main problem is that
manually annotating a dataset usually requires a lot of human effort, and it is
a time-consuming operation. For this reason, in this work, we introduced ViPeD
- Virtual Pedestrian Dataset, a new synthetically generated set of images
collected from a realistic 3D video game where the labels can be automatically
generated exploiting 2D pedestrian positions extracted from the graphics
engine. We used this new synthetic dataset training a state-of-the-art
computationally-efficient Convolutional Neural Network (CNN) that is ready to
be installed in smart low-power devices, like smart cameras. We addressed the
problem of the domain-adaptation from the virtual world to the real one by
fine-tuning the CNN using the synthetic data and also exploiting a mixed-batch
supervised training approach. Extensive experimentation carried out on
different real-world datasets shows very competitive results compared to other
methods presented in the literature in which the algorithms are trained using
real-world data.",cs.CV,"cs.CV, cs.LG, eess.IV",3,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning, Image and Video Processing",Giuseppe Amato,"Luca Ciampi, Nicola Messina, Fabrizio Falchi, Claudio Gennaro, Giuseppe Amato",5,http://arxiv.org/pdf/2001.03032v1,http://arxiv.org/abs/2001.03032v1,2020-01-09
"DeeperForensics-1.0: A Large-Scale Dataset for Real-World Face Forgery
  Detection","In this paper, we present our on-going effort of constructing a large-scale
benchmark, DeeperForensics-1.0, for face forgery detection. Our benchmark
represents the largest face forgery detection dataset by far, with 60, 000
videos constituted by a total of 17.6 million frames, 10 times larger than
existing datasets of the same kind. Extensive real-world perturbations are
applied to obtain a more challenging benchmark of larger scale and higher
diversity. All source videos in DeeperForensics-1.0 are carefully collected,
and fake videos are generated by a newly proposed end-to-end face swapping
framework. The quality of generated videos outperforms those in existing
datasets, validated by user studies. The benchmark features a hidden test set,
which contains manipulated videos achieving high deceptive scores in human
evaluations. We further contribute a comprehensive study that evaluates five
representative detection baselines and make a thorough analysis of different
settings. We believe this dataset will contribute to real-world face forgery
detection research.",cs.CV,"cs.CV, cs.LG",2,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning",Chen Change Loy,"Liming Jiang, Wayne Wu, Ren Li, Chen Qian, Chen Change Loy",5,http://arxiv.org/pdf/2001.03024v1,http://arxiv.org/abs/2001.03024v1,2020-01-09
"An Emerging Coding Paradigm VCM: A Scalable Coding Approach Beyond
  Feature and Signal","In this paper, we study a new problem arising from the emerging MPEG
standardization effort Video Coding for Machine (VCM), which aims to bridge the
gap between visual feature compression and classical video coding. VCM is
committed to address the requirement of compact signal representation for both
machine and human vision in a more or less scalable way. To this end, we make
endeavors in leveraging the strength of predictive and generative models to
support advanced compression techniques for both machine and human vision tasks
simultaneously, in which visual features serve as a bridge to connect
signal-level and task-level compact representations in a scalable manner.
Specifically, we employ a conditional deep generation network to reconstruct
video frames with the guidance of learned motion pattern. By learning to
extract sparse motion pattern via a predictive model, the network elegantly
leverages the feature representation to generate the appearance of to-be-coded
frames via a generative model, relying on the appearance of the coded key
frames. Meanwhile, the sparse motion pattern is compact and highly effective
for high-level vision tasks, e.g. action recognition. Experimental results
demonstrate that our method yields much better reconstruction quality compared
with the traditional video codecs (0.0063 gain in SSIM), as well as
state-of-the-art action recognition performance over highly compressed videos
(9.4% gain in recognition accuracy), which showcases a promising paradigm of
coding signal for both human and machine vision.",eess.IV,"eess.IV, cs.CV",2,Image and Video Processing,"Image and Video Processing, Computer Vision and Pattern Recognition",Jiaying Liu,"Sifeng Xia, Kunchangtai Liang, Wenhan Yang, Ling-Yu Duan, Jiaying Liu",5,http://arxiv.org/pdf/2001.03004v1,http://arxiv.org/abs/2001.03004v1,2020-01-09
"Spherical Image Generation from a Single Normal Field of View Image by
  Considering Scene Symmetry","Spherical images taken in all directions (360 degrees) allow representing the
surroundings of the subject and the space itself, providing an immersive
experience to the viewers. Generating a spherical image from a single
normal-field-of-view (NFOV) image is convenient and considerably expands the
usage scenarios because there is no need to use a specific panoramic camera or
take images from multiple directions; however, it is still a challenging and
unsolved problem. The primary challenge is controlling the high degree of
freedom involved in generating a wide area that includes the all directions of
the desired plausible spherical image. On the other hand, scene symmetry is a
basic property of the global structure of the spherical images, such as
rotation symmetry, plane symmetry and asymmetry. We propose a method to
generate spherical image from a single NFOV image, and control the degree of
freedom of the generated regions using scene symmetry. We incorporate
scene-symmetry parameters as latent variables into conditional variational
autoencoders, following which we learn the conditional probability of spherical
images for NFOV images and scene symmetry. Furthermore, the probability density
functions are represented using neural networks, and scene symmetry is
implemented using both circular shift and flip of the hidden variables. Our
experiments show that the proposed method can generate various plausible
spherical images, controlled from symmetric to asymmetric.",cs.CV,"cs.CV, cs.LG, eess.IV",3,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning, Image and Video Processing",Tatsuya Harada,"Takayuki Hara, Tatsuya Harada",2,http://arxiv.org/pdf/2001.02993v1,http://arxiv.org/abs/2001.02993v1,2020-01-09
Objects detection for remote sensing images based on polar coordinates,"Oriented and horizontal bounding box are two typical output forms in the
field of remote sensing object detection. In this filed, most present
state-of-the-art detectors belong to anchor-based method and perform regression
tasks in Cartesian coordinates, which cause the design of oriented detectors is
much more complicated than the horizontal ones, because the former usually
needs to devise more complex rotated anchors, rotated Intersection-over-Union
(IOU) and rotated Non Maximum Supression (NMS). In this paper, we propose a
novel anchor-free detector modeled in polar coordinates to detect objects for
remote sensing images, which makes the acquisition of oriented output form be
as simple as the horizontal one. Our model, named Polar Remote Sensing Object
Detector (P-RSDet), takes the center point of each object as the pole point and
the horizontal positive direction as the polar axis to establish the polar
coordinate system. The detection of one object can be regarded as predictions
of one polar radius and two polar angles for both horizontal and oriented
bounding box by our model. P-RSDet realizes the combination of two output forms
with minimum cost. Experiments show that our P-RSDet achieves competitive
performances on DOTA, UCAS-AOD and NWPU VHR-10 datasets on both horizontal and
oreinted detection fileds.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Wenzhe Zhao,"Lin Zhou, Haoran Wei, Hao Li, Yue Zhang, Xian Sun, Wenzhe Zhao",6,http://arxiv.org/pdf/2001.02988v1,http://arxiv.org/abs/2001.02988v1,2020-01-09
Generative Pseudo-label Refinement for Unsupervised Domain Adaptation,"We investigate and characterize the inherent resilience of conditional
Generative Adversarial Networks (cGANs) against noise in their conditioning
labels, and exploit this fact in the context of Unsupervised Domain Adaptation
(UDA). In UDA, a classifier trained on the labelled source set can be used to
infer pseudo-labels on the unlabelled target set. However, this will result in
a significant amount of misclassified examples (due to the well-known domain
shift issue), which can be interpreted as noise injection in the ground-truth
labels for the target set. We show that cGANs are, to some extent, robust
against such ""shift noise"". Indeed, cGANs trained with noisy pseudo-labels, are
able to filter such noise and generate cleaner target samples. We exploit this
finding in an iterative procedure where a generative model and a classifier are
jointly trained: in turn, the generator allows to sample cleaner data from the
target distribution, and the classifier allows to associate better labels to
target samples, progressively refining target pseudo-labels. Results on common
benchmarks show that our method performs better or comparably with the
unsupervised domain adaptation state of the art.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Vittorio Murino,"Pietro Morerio, Riccardo Volpi, Ruggero Ragonesi, Vittorio Murino",4,http://arxiv.org/pdf/2001.02950v1,http://arxiv.org/abs/2001.02950v1,2020-01-09
"Software Mitigation of Crosstalk on Noisy Intermediate-Scale Quantum
  Computers","Crosstalk is a major source of noise in Noisy Intermediate-Scale Quantum
(NISQ) systems and is a fundamental challenge for hardware design. When
multiple instructions are executed in parallel, crosstalk between the
instructions can corrupt the quantum state and lead to incorrect program
execution. Our goal is to mitigate the application impact of crosstalk noise
through software techniques. This requires (i) accurate characterization of
hardware crosstalk, and (ii) intelligent instruction scheduling to serialize
the affected operations. Since crosstalk characterization is computationally
expensive, we develop optimizations which reduce the characterization overhead.
On three 20-qubit IBMQ systems, we demonstrate two orders of magnitude
reduction in characterization time (compute time on the QC device) compared to
all-pairs crosstalk measurements. Informed by these characterization, we
develop a scheduler that judiciously serializes high crosstalk instructions
balancing the need to mitigate crosstalk and exponential decoherence errors
from serialization. On real-system runs on three IBMQ systems, our scheduler
improves the error rate of application circuits by up to 5.6x, compared to the
IBM instruction scheduler and offers near-optimal crosstalk mitigation in
practice.
  In a broader picture, the difficulty of mitigating crosstalk has recently
driven QC vendors to move towards sparser qubit connectivity or disabling
nearby operations entirely in hardware, which can be detrimental to
performance. Our work makes the case for software mitigation of crosstalk
errors.",quant-ph,"cs.ET, quant-ph",2,Quantum Physics,"Emerging Technologies, Quantum Physics",Ali Javadi-Abhari,"Prakash Murali, David C. McKay, Margaret Martonosi, Ali Javadi-Abhari",4,http://arxiv.org/pdf/2001.02826v1,http://arxiv.org/abs/2001.02826v1,2020-01-09
Regularity and stability of feedback relaxed controls,"This paper proposes a relaxed control regularization with general exploration
rewards to design robust feedback controls for multi-dimensional
continuous-time stochastic exit time problems. We establish that the
regularized control problem admits a H\""{o}lder continuous feedback control,
and demonstrate that both the value function and the feedback control of the
regularized control problem are Lipschitz stable with respect to parameter
perturbations. Moreover, we show that a pre-computed feedback relaxed control
has a robust performance in a perturbed system, and derive a first-order
sensitivity equation for both the value function and optimal feedback relaxed
control. We finally prove first-order monotone convergence of the value
functions for relaxed control problems with vanishing exploration parameters,
which subsequently enables us to construct the pure exploitation strategy of
the original control problem based on the feedback relaxed controls.",math.OC,"math.OC, cs.LG, 3B52, 93B35, 93E20, 68Q32",3,Optimization and Control,"Optimization and Control, Machine Learning",Yufei Zhang,"Christoph Reisinger, Yufei Zhang",2,http://arxiv.org/pdf/2001.03148v1,http://arxiv.org/abs/2001.03148v1,2020-01-09
"A Connection between Feedback Capacity and Kalman Filter for Colored
  Gaussian Noises","In this paper, we establish a connection between the feedback capacity of
additive colored Gaussian noise channels and the Kalman filters with additive
colored Gaussian noises. In light of this, we are able to provide lower bounds
on feedback capacity of such channels with finite-order auto-regressive moving
average colored noises, and the bounds are seen to be consistent with various
existing results in the literature; particularly, the bound is tight in the
case of first-order auto-regressive moving average colored noises. On the other
hand, the Kalman filtering systems, after certain equivalence transformations,
can be employed as recursive coding schemes/algorithms to achieve the lower
bounds. In general, our results provide an alternative perspective while
pointing to potentially tighter bounds for the feedback capacity problem.",cs.IT,"eess.SY, cs.LG, math.OC, cs.IT, cs.SY, math.IT, eess.SP",7,Information Theory,"Machine Learning, Optimization and Control, Information Theory, Systems and Control, Information Theory, Signal Processing",Quanyan Zhu,"Song Fang, Quanyan Zhu",2,http://arxiv.org/pdf/2001.03108v1,http://arxiv.org/abs/2001.03108v1,2020-01-09
"Supervised Discriminative Sparse PCA with Adaptive Neighbors for
  Dimensionality Reduction","Dimensionality reduction is an important operation in information
visualization, feature extraction, clustering, regression, and classification,
especially for processing noisy high dimensional data. However, most existing
approaches preserve either the global or the local structure of the data, but
not both. Approaches that preserve only the global data structure, such as
principal component analysis (PCA), are usually sensitive to outliers.
Approaches that preserve only the local data structure, such as locality
preserving projections, are usually unsupervised (and hence cannot use label
information) and uses a fixed similarity graph. We propose a novel linear
dimensionality reduction approach, supervised discriminative sparse PCA with
adaptive neighbors (SDSPCAAN), to integrate neighborhood-free supervised
discriminative sparse PCA and projected clustering with adaptive neighbors. As
a result, both global and local data structures, as well as the label
information, are used for better dimensionality reduction. Classification
experiments on nine high-dimensional datasets validated the effectiveness and
robustness of our proposed SDSPCAAN.",cs.LG,"cs.LG, stat.ML",2,Machine Learning,"Machine Learning, Machine Learning",Chin-Teng Lin,"Zhenhua Shi, Dongrui Wu, Yu-Kai Wang, Chin-Teng Lin",4,http://arxiv.org/pdf/2001.03103v1,http://arxiv.org/abs/2001.03103v1,2020-01-09
"Trajectron++: Multi-Agent Generative Trajectory Forecasting With
  Heterogeneous Data for Control","Reasoning about human motion through an environment is an important
prerequisite to safe and socially-aware robotic navigation. As a result,
multi-agent behavior prediction has become a core component of modern
human-robot interactive systems, such as self-driving cars. While there exist a
multitude of methods for trajectory forecasting, many of them have only been
evaluated with one semantic class of agents and only use prior trajectory
information, ignoring a plethora of information available online to autonomous
systems from common sensors. Towards this end, we present Trajectron++, a
modular, graph-structured recurrent model that forecasts the trajectories of a
general number of agents with distinct semantic classes while incorporating
heterogeneous data (e.g. semantic maps and camera images). Our model is
designed to be tightly integrated with robotic planning and control frameworks;
it is capable of producing predictions that are conditioned on ego-agent motion
plans. We demonstrate the performance of our model on several challenging
real-world trajectory forecasting datasets, outperforming a wide array of
state-of-the-art deterministic and generative methods.",cs.RO,"cs.LG, cs.HC, cs.RO",3,Robotics,"Machine Learning, Human-Computer Interaction, Robotics",Marco Pavone,"Tim Salzmann, Boris Ivanovic, Punarjay Chakravarty, Marco Pavone",4,http://arxiv.org/pdf/2001.03093v1,http://arxiv.org/abs/2001.03093v1,2020-01-09
