title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
"Rotation, Translation, and Cropping for Zero-Shot Generalization","Deep Reinforcement Learning (DRL) has shown impressive performance on domains
with visual inputs, in particular various games. However, the agent is usually
trained on a fixed environment, e.g. a fixed number of levels. A growing mass
of evidence suggests that these trained models fail to generalize to even
slight variations of the environments they were trained on. This paper advances
the hypothesis that the lack of generalization is partly due to the input
representation, and explores how rotation, cropping and translation could
increase generality. We show that a cropped, translated and rotated observation
can get better generalization on unseen levels of a two-dimensional arcade
game. The generality of the agent is evaluated on a set of human-designed
levels.",cs.LG,"cs.LG, stat.ML, cs.CV",3,Machine Learning,"Machine Learning, Machine Learning, Computer Vision and Pattern Recognition",Julian Togelius,"Chang Ye, Ahmed Khalifa, Philip Bontrager, Julian Togelius",4,http://arxiv.org/pdf/2001.09908v1,http://arxiv.org/abs/2001.09908v1,2020-01-27
"DRMIME: Differentiable Mutual Information and Matrix Exponential for
  Multi-Resolution Image Registration","In this work, we present a novel unsupervised image registration algorithm.
It is differentiable end-to-end and can be used for both multi-modal and
mono-modal registration. This is done using mutual information (MI) as a
metric. The novelty here is that rather than using traditional ways of
approximating MI, we use a neural estimator called MINE and supplement it with
matrix exponential for transformation matrix computation. This leads to
improved results as compared to the standard algorithms available
out-of-the-box in state-of-the-art image registration toolboxes.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Nilanjan Ray,"Abhishek Nan, Matthew Tennant, Uriel Rubin, Nilanjan Ray",4,http://arxiv.org/pdf/2001.09865v1,http://arxiv.org/abs/2001.09865v1,2020-01-27
Handling noise in image deblurring via joint learning,"Currently, many blind deblurring methods assume blurred images are noise-free
and perform unsatisfactorily on the blurry images with noise. Unfortunately,
noise is quite common in real scenes. A straightforward solution is to denoise
images before deblurring them. However, even state-of-the-art denoisers cannot
guarantee to remove noise entirely. Slight residual noise in the denoised
images could cause significant artifacts in the deblurring stage. To tackle
this problem, we propose a cascaded framework consisting of a denoiser
subnetwork and a deblurring subnetwork. In contrast to previous methods, we
train the two subnetworks jointly. Joint learning reduces the effect of the
residual noise after denoising on deblurring, hence improves the robustness of
deblurring to heavy noise. Moreover, our method is also helpful for blur kernel
estimation. Experiments on the CelebA dataset and the GOPRO dataset show that
our method performs favorably against several state-of-the-art methods.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Yongxin Zhu,"Si Miao, Yongxin Zhu",2,http://arxiv.org/pdf/2001.09730v1,http://arxiv.org/abs/2001.09730v1,2020-01-27
"Unconstrained Biometric Recognition: Summary of Recent SOCIA Lab.
  Research","The development of biometric recognition solutions able to work in visual
surveillance conditions, i.e., in unconstrained data acquisition conditions and
under covert protocols has been motivating growing efforts from the research
community. Among the various laboratories, schools and research institutes
concerned about this problem, the SOCIA: Soft Computing and Image Analysis
Lab., of the University of Beira Interior, Portugal, has been among the most
active in pursuing disruptive solutions for obtaining such extremely ambitious
kind of automata. This report summarises the research works published by
elements of the SOCIA Lab. in the last decade in the scope of biometric
recognition in unconstrained conditions. The idea is that it can be used as
basis for someone wishing to entering in this research topic.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Varsha Balakrishnan,Varsha Balakrishnan,1,http://arxiv.org/pdf/2001.09703v1,http://arxiv.org/abs/2001.09703v1,2020-01-27
Multi-Modal Domain Adaptation for Fine-Grained Action Recognition,"Fine-grained action recognition datasets exhibit environmental bias, where
multiple video sequences are captured from a limited number of environments.
Training a model in one environment and deploying in another results in a drop
in performance due to an unavoidable domain shift. Unsupervised Domain
Adaptation (UDA) approaches have frequently utilised adversarial training
between the source and target domains. However, these approaches have not
explored the multi-modal nature of video within each domain. In this work we
exploit the correspondence of modalities as a self-supervised alignment
approach for UDA in addition to adversarial alignment.
  We test our approach on three kitchens from our large-scale dataset,
EPIC-Kitchens, using two modalities commonly employed for action recognition:
RGB and Optical Flow. We show that multi-modal self-supervision alone improves
the performance over source-only training by 2.4% on average. We then combine
adversarial training with multi-modal self-supervision, showing that our
approach outperforms other UDA methods by 3%.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Dima Damen,"Jonathan Munro, Dima Damen",2,http://arxiv.org/pdf/2001.09691v1,http://arxiv.org/abs/2001.09691v1,2020-01-27
"A Robust Real-Time Computing-based Environment Sensing System for
  Intelligent Vehicle","For intelligent vehicles, sensing the 3D environment is the first but crucial
step. In this paper, we build a real-time advanced driver assistance system
based on a low-power mobile platform. The system is a real-time multi-scheme
integrated innovation system, which combines stereo matching algorithm with
machine learning based obstacle detection approach and takes advantage of the
distributed computing technology of a mobile platform with GPU and CPUs. First
of all, a multi-scale fast MPV (Multi-Path-Viterbi) stereo matching algorithm
is proposed, which can generate robust and accurate disparity map. Then a
machine learning, which is based on fusion technology of monocular and
binocular, is applied to detect the obstacles. We also advance an automatic
fast calibration mechanism based on Zhang's calibration method. Finally, the
distributed computing and reasonable data flow programming are applied to
ensure the operational efficiency of the system. The experimental results show
that the system can achieve robust and accurate real-time environment
perception for intelligent vehicles, which can be directly used in the
commercial real-time intelligent driving applications.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Zhao Sun,"Qiwei Xie, Qian Long, Liming Zhang, Zhao Sun",4,http://arxiv.org/pdf/2001.09678v1,http://arxiv.org/abs/2001.09678v1,2020-01-27
Explaining with Counter Visual Attributes and Examples,"In this paper, we aim to explain the decisions of neural networks by
utilizing multimodal information. That is counter-intuitive attributes and
counter visual examples which appear when perturbed samples are introduced.
Different from previous work on interpreting decisions using saliency maps,
text, or visual patches we propose to use attributes and counter-attributes,
and examples and counter-examples as part of the visual explanations. When
humans explain visual decisions they tend to do so by providing attributes and
examples. Hence, inspired by the way of human explanations in this paper we
provide attribute-based and example-based explanations. Moreover, humans also
tend to explain their visual decisions by adding counter-attributes and
counter-examples to explain what is not seen. We introduce directed
perturbations in the examples to observe which attribute values change when
classifying the examples into the counter classes. This delivers intuitive
counter-attributes and counter-examples. Our experiments with both coarse and
fine-grained datasets show that attributes provide discriminating and
human-understandable intuitive and counter-intuitive explanations.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Arnold Smeulders,"Sadaf Gulshad, Arnold Smeulders",2,http://arxiv.org/pdf/2001.09671v1,http://arxiv.org/abs/2001.09671v1,2020-01-27
The Whole Is Greater Than the Sum of Its Nonrigid Parts,"According to Aristotle, a philosopher in Ancient Greece, ""the whole is
greater than the sum of its parts"". This observation was adopted to explain
human perception by the Gestalt psychology school of thought in the twentieth
century. Here, we claim that observing part of an object which was previously
acquired as a whole, one could deal with both partial matching and shape
completion in a holistic manner. More specifically, given the geometry of a
full, articulated object in a given pose, as well as a partial scan of the same
object in a different pose, we address the problem of matching the part to the
whole while simultaneously reconstructing the new pose from its partial
observation. Our approach is data-driven, and takes the form of a Siamese
autoencoder without the requirement of a consistent vertex labeling at
inference time; as such, it can be used on unorganized point clouds as well as
on triangle meshes. We demonstrate the practical effectiveness of our model in
the applications of single-view deformable shape completion and dense shape
correspondence, both on synthetic and real-world geometric data, where we
outperform prior work on these tasks by a large margin.",cs.CV,"cs.LG, cs.CG, cs.CV, I.4.5",4,Computer Vision and Pattern Recognition,"Machine Learning, Computational Geometry, Computer Vision and Pattern Recognition",Ron Kimmel,"Oshri Halimi, Ido Imanuel, Or Litany, Giovanni Trappolini, Emanuele Rodolà, Leonidas Guibas, Ron Kimmel",7,http://arxiv.org/pdf/2001.09650v1,http://arxiv.org/abs/2001.09650v1,2020-01-27
"Convolution Neural Network Architecture Learning for Remote Sensing
  Scene Classification","Remote sensing image scene classification is a fundamental but challenging
task in understanding remote sensing images. Recently, deep learning-based
methods, especially convolutional neural network-based (CNN-based) methods have
shown enormous potential to understand remote sensing images. CNN-based methods
meet with success by utilizing features learned from data rather than features
designed manually. The feature-learning procedure of CNN largely depends on the
architecture of CNN. However, most of the architectures of CNN used for remote
sensing scene classification are still designed by hand which demands a
considerable amount of architecture engineering skills and domain knowledge,
and it may not play CNN's maximum potential on a special dataset. In this
paper, we proposed an automatically architecture learning procedure for remote
sensing scene classification. We designed a parameters space in which every set
of parameters represents a certain architecture of CNN (i.e., some parameters
represent the type of operators used in the architecture such as convolution,
pooling, no connection or identity, and the others represent the way how these
operators connect). To discover the optimal set of parameters for a given
dataset, we introduced a learning strategy which can allow efficient search in
the architecture space by means of gradient descent. An architecture generator
finally maps the set of parameters into the CNN used in our experiments.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Haifeng Li,"Jie Chen, Haozhe Huang, Jian Peng, Jiawei Zhu, Li Chen, Wenbo Li, Binyu Sun, Haifeng Li",8,http://arxiv.org/pdf/2001.09614v1,http://arxiv.org/abs/2001.09614v1,2020-01-27
"Practical Fast Gradient Sign Attack against Mammographic Image
  Classifier","Artificial intelligence (AI) has been a topic of major research for many
years. Especially, with the emergence of deep neural network (DNN), these
studies have been tremendously successful. Today machines are capable of making
faster, more accurate decision than human. Thanks to the great development of
machine learning (ML) techniques, ML have been used many different fields such
as education, medicine, malware detection, autonomous car etc. In spite of
having this degree of interest and much successful research, ML models are
still vulnerable to adversarial attacks. Attackers can manipulate clean data in
order to fool the ML classifiers to achieve their desire target. For instance;
a benign sample can be modified as a malicious sample or a malicious one can be
altered as benign while this modification can not be recognized by human
observer. This can lead to many financial losses, or serious injuries, even
deaths. The motivation behind this paper is that we emphasize this issue and
want to raise awareness. Therefore, the security gap of mammographic image
classifier against adversarial attack is demonstrated. We use mamographic
images to train our model then evaluate our model performance in terms of
accuracy. Later on, we poison original dataset and generate adversarial samples
that missclassified by the model. We then using structural similarity index
(SSIM) analyze similarity between clean images and adversarial images. Finally,
we show how successful we are to misuse by using different poisoning factors.",cs.CV,"cs.LG, stat.ML, eess.IV, cs.CV",4,Computer Vision and Pattern Recognition,"Machine Learning, Machine Learning, Image and Video Processing, Computer Vision and Pattern Recognition",Ibrahim Yilmaz,Ibrahim Yilmaz,1,http://arxiv.org/pdf/2001.09610v1,http://arxiv.org/abs/2001.09610v1,2020-01-27
"FakeLocator: Robust Localization of GAN-Based Face Manipulations via
  Semantic Segmentation Networks with Bells and Whistles","Nowadays, full face synthesis and partial face manipulation by virtue of the
generative adversarial networks (GANs) have raised wide public concern. In the
digital media forensics area, detecting and ultimately locating the image
forgery have become imperative. Although many methods focus on fake detection,
only a few put emphasis on the localization of the fake regions. Through
analyzing the imperfection in the upsampling procedures of the GAN-based
methods and recasting the fake localization problem as a modified semantic
segmentation one, our proposed FakeLocator can obtain high localization
accuracy, at full resolution, on manipulated facial images. To the best of our
knowledge, this is the very first attempt to solve the GAN-based fake
localization problem with a semantic segmentation map. As an improvement, the
real-numbered segmentation map proposed by us preserves more information of
fake regions. For this new type segmentation map, we also find suitable loss
functions for it. Experimental results on the CelebA and FFHQ databases with
seven different SOTA GAN-based face generation methods show the effectiveness
of our method. Compared with the baseline, our method performs several times
better on various metrics. Moreover, the proposed method is robust against
various real-world facial image degradations such as JPEG compression,
low-resolution, noise, and blur.",cs.CV,"cs.LG, cs.CV",2,Computer Vision and Pattern Recognition,"Machine Learning, Computer Vision and Pattern Recognition",Geguang Pu,"Yihao Huang, Felix Juefei-Xu, Run Wang, Xiaofei Xie, Lei Ma, Jianwen Li, Weikai Miao, Yang Liu, Geguang Pu",9,http://arxiv.org/pdf/2001.09598v1,http://arxiv.org/abs/2001.09598v1,2020-01-27
"Genetic Programming for Evolving a Front of Interpretable Models for
  Data Visualisation","Data visualisation is a key tool in data mining for understanding big
datasets. Many visualisation methods have been proposed, including the
well-regarded state-of-the-art method t-Distributed Stochastic Neighbour
Embedding. However, the most powerful visualisation methods have a significant
limitation: the manner in which they create their visualisation from the
original features of the dataset is completely opaque. Many domains require an
understanding of the data in terms of the original features; there is hence a
need for powerful visualisation methods which use understandable models. In
this work, we propose a genetic programming approach named GPtSNE for evolving
interpretable mappings from a dataset to highquality visualisations. A
multi-objective approach is designed that produces a variety of visualisations
in a single run which give different trade-offs between visual quality and
model complexity. Testing against baseline methods on a variety of datasets
shows the clear potential of GP-tSNE to allow deeper insight into data than
that provided by existing visualisation methods. We further highlight the
benefits of a multi-objective approach through an in-depth analysis of a
candidate front, which shows how multiple models can",cs.NE,"cs.CV, cs.NE",2,Neural and Evolutionary Computing,"Computer Vision and Pattern Recognition, Neural and Evolutionary Computing",Mengjie Zhang,"Andrew Lensen, Bing Xue, Mengjie Zhang",3,http://arxiv.org/pdf/2001.09578v1,http://arxiv.org/abs/2001.09578v1,2020-01-27
Improved quantum circuits for elliptic curve discrete logarithms,"We present improved quantum circuits for elliptic curve scalar
multiplication, the most costly component in Shor's algorithm to compute
discrete logarithms in elliptic curve groups. We optimize low-level components
such as reversible integer and modular arithmetic through windowing techniques
and more adaptive placement of uncomputing steps, and improve over previous
quantum circuits for modular inversion by reformulating the binary Euclidean
algorithm. Overall, we obtain an affine Weierstrass point addition circuit that
has lower depth and uses fewer $T$ gates than previous circuits. While previous
work mostly focuses on minimizing the total number of qubits, we present
various trade-offs between different cost metrics including the number of
qubits, circuit depth and $T$-gate count. Finally, we provide a full
implementation of point addition in the Q# quantum programming language that
allows unit tests and automatic quantum resource estimation for all components.",quant-ph,"cs.ET, quant-ph",2,Quantum Physics,"Emerging Technologies, Quantum Physics",Mathias Soeken,"Thomas Häner, Samuel Jaques, Michael Naehrig, Martin Roetteler, Mathias Soeken",5,http://arxiv.org/pdf/2001.09580v1,http://arxiv.org/abs/2001.09580v1,2020-01-27
Towards a Human-like Open-Domain Chatbot,"We present Meena, a multi-turn open-domain chatbot trained end-to-end on data
mined and filtered from public domain social media conversations. This 2.6B
parameter neural network is trained to minimize perplexity, an automatic metric
that we compare against human judgement of multi-turn conversation quality. To
capture this judgement, we propose a human evaluation metric called
Sensibleness and Specificity Average (SSA), which captures key elements of good
conversation. Interestingly, our experiments show strong correlation between
perplexity and SSA. The fact that the best perplexity end-to-end trained Meena
scores high on SSA (72% on multi-turn evaluation) suggests that a human-level
SSA of 86% is potentially within reach if we can better optimize perplexity.
Additionally, the full version of Meena (with a filtering mechanism and tuned
decoding) scores 79% SSA, 23% higher than the next highest scoring chatbot that
we evaluated.",cs.CL,"cs.LG, stat.ML, cs.CL, cs.NE",4,Computation and Language,"Machine Learning, Machine Learning, Computation and Language, Neural and Evolutionary Computing",Quoc V. Le,"Daniel Adiwardana, Minh-Thang Luong, David R. So, Jamie Hall, Noah Fiedel, Romal Thoppilan, Zi Yang, Apoorv Kulshreshtha, Gaurav Nemade, Yifeng Lu, Quoc V. Le",11,http://arxiv.org/pdf/2001.09977v1,http://arxiv.org/abs/2001.09977v1,2020-01-27
