title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
"Online Quantification of Input Model Uncertainty by Two-Layer Importance
  Sampling","Stochastic simulation has been widely used to analyze the performance of
complex stochastic systems and facilitate decision making in those systems.
Stochastic simulation is driven by the input model, which is a collection of
probability distributions that model the stochasticity in the system. The input
model is usually estimated using a finite amount of data, which introduces the
so-called input model uncertainty (or, input uncertainty for short) to the
simulation output. How to quantify input uncertainty has been studied
extensively, and many methods have been proposed for the batch data setting,
i.e., when all the data are available at once. However, methods for ``streaming
data'' arriving sequentially in time are still in demand, despite that
streaming data have become increasingly prevalent in modern applications. To
fill in this gap, we propose a two-layer importance sampling framework that
incorporates streaming data for online input uncertainty quantification. Under
this framework, we develop two algorithms that suit two different application
scenarios: the first is when data come at a fast speed and there is no time for
any simulation in between updates; the second is when data come at a moderate
speed and a few but limited simulations are allowed at each time stage. We show
the consistency and asymptotic convergence rate results, which theoretically
show the efficiency of our proposed approach. We further demonstrate the
proposed algorithms on an example of the news vendor problem.",q-fin.RM,"stat.AP, q-fin.RM",2,Risk Management,"Applications, Risk Management",Enlu Zhou,"Tianyi Liu, Enlu Zhou",2,http://arxiv.org/pdf/1912.11172v1,http://arxiv.org/abs/1912.11172v1,2019-12-24
"Power Comparisons in 2x2 Contingency Tables: Odds Ratio versus Pearson
  Correlation versus Canonical Correlation","It is an important inferential problem to test no association between two
binary variables based on data. Tests based on the sample odds ratio are
commonly used. We bring in a competing test based on the Pearson correlation
coefficient. In particular, the Odds ratio does not extend to higher order
contingency tables, whereas Pearson correlation does. It is important to
understand how Pearson correlation stacks against the odds ratio in 2x2 tables.
Another measure of association is the canonical correlation. In this paper, we
examine how competitive Pearson correlation is vis-\`a-vis odds ratio in terms
of power in the binary context, contrasting further with both the Wald Z and
Rao Score tests. We generated an extensive collection of joint distributions of
the binary variables and estimated the power of the tests under each joint
alternative distribution based on random samples. The consensus is that none of
the tests dominates the other.",stat.ME,stat.ME,1,Methodology,Methodology,M Bhaskara Rao,"Mohammad Alfrad Nobel Bhuiyan, Michael J Wathen, M Bhaskara Rao",3,http://arxiv.org/pdf/1912.11466v1,http://arxiv.org/abs/1912.11466v1,2019-12-24
Universal Inference Using the Split Likelihood Ratio Test,"We propose a general method for constructing hypothesis tests and confidence
sets that have finite sample guarantees without regularity conditions. We refer
to such procedures as ``universal.'' The method is very simple and is based on
a modified version of the usual likelihood ratio statistic, that we call ``the
split likelihood ratio test'' (split LRT). The method is especially appealing
for irregular statistical models. Canonical examples include mixture models and
models that arise in shape-constrained inference. %mixture models and
shape-constrained models are just two examples. Constructing tests and
confidence sets for such models is notoriously difficult. Typical inference
methods, like the likelihood ratio test, are not useful in these cases because
they have intractable limiting distributions. In contrast, the method we
suggest works for any parametric model and also for some nonparametric models.
The split LRT can also be used with profile likelihoods to deal with nuisance
parameters, and it can also be run sequentially to yield anytime-valid
$p$-values and confidence sequences.",math.ST,"math.ST, stat.ML, stat.TH, stat.ME",4,Statistics Theory,"Statistics Theory, Machine Learning, Statistics Theory, Methodology",Sivaraman Balakrishnan,"Larry Wasserman, Aaditya Ramdas, Sivaraman Balakrishnan",3,http://arxiv.org/pdf/1912.11436v1,http://arxiv.org/abs/1912.11436v1,2019-12-24
Bayesian Aggregation,"A general challenge in statistics is prediction in the presence of multiple
candidate models or learning algorithms. Model aggregation tries to combine all
predictive distributions from individual models, which is more stable and
flexible than single model selection. In this article we describe when and how
to aggregate models under the lens of Bayesian decision theory. Among two
widely used methods, Bayesian model averaging (BMA) and Bayesian stacking, we
compare their predictive performance, and review their theoretical optimality,
probabilistic interpretation, practical implementation, and extensions in
complex models.",stat.ME,stat.ME,1,Methodology,Methodology,Yuling Yao,Yuling Yao,1,http://arxiv.org/pdf/1912.11218v1,http://arxiv.org/abs/1912.11218v1,2019-12-24
Attack-Resistant Federated Learning with Residual-based Reweighting,"Federated learning has a variety of applications in multiple domains by
utilizing private training data stored on different devices. However, the
aggregation process in federated learning is highly vulnerable to adversarial
attacks so that the global model may behave abnormally under attacks. To tackle
this challenge, we present a novel aggregation algorithm with residual-based
reweighting to defend federated learning. Our aggregation algorithm combines
repeated median regression with the reweighting scheme in iteratively
reweighted least squares. Our experiments show that our aggregation algorithm
outperforms other alternative algorithms in the presence of label-flipping,
backdoor, and Gaussian noise attacks. We also provide theoretical guarantees
for our aggregation algorithm.",cs.LG,"stat.ML, cs.LG",2,Machine Learning,"Machine Learning, Machine Learning",Qifeng Chen,"Shuhao Fu, Chulin Xie, Bo Li, Qifeng Chen",4,http://arxiv.org/pdf/1912.11464v1,http://arxiv.org/abs/1912.11464v1,2019-12-24
Characterizing the Decision Boundary of Deep Neural Networks,"Deep neural networks and in particular, deep neural classifiers have become
an integral part of many modern applications. Despite their practical success,
we still have limited knowledge of how they work and the demand for such an
understanding is evergrowing. In this regard, one crucial aspect of deep neural
network classifiers that can help us deepen our knowledge about their
decision-making behavior is to investigate their decision boundaries.
Nevertheless, this is contingent upon having access to samples populating the
areas near the decision boundary. To achieve this, we propose a novel approach
we call Deep Decision boundary Instance Generation (DeepDIG). DeepDIG utilizes
a method based on adversarial example generation as an effective way of
generating samples near the decision boundary of any deep neural network model.
Then, we introduce a set of important principled characteristics that take
advantage of the generated instances near the decision boundary to provide
multifaceted understandings of deep neural networks. We have performed
extensive experiments on multiple representative datasets across various deep
neural network models and characterized their decision boundaries.",cs.LG,"cs.CV, stat.ML, cs.LG",3,Machine Learning,"Computer Vision and Pattern Recognition, Machine Learning, Machine Learning",Jiliang Tang,"Hamid Karimi, Tyler Derr, Jiliang Tang",3,http://arxiv.org/pdf/1912.11460v1,http://arxiv.org/abs/1912.11460v1,2019-12-24
Fast and deep neuromorphic learning with time-to-first-spike coding,"For a biological agent operating under environmental pressure, energy
consumption and reaction times are of critical importance. Similarly,
engineered systems also strive for short time-to-solution and low
energy-to-solution characteristics. At the level of neuronal implementation,
this implies achieving the desired results with as few and as early spikes as
possible. In the time-to-first-spike coding framework, both of these goals are
inherently emerging features of learning. Here, we describe a rigorous
derivation of error-backpropagation-based learning for hierarchical networks of
leaky integrate-and-fire neurons. We explicitly address two issues that are
relevant for both biological plausibility and applicability to neuromorphic
substrates by incorporating dynamics with finite time constants and by
optimizing the backward pass with respect to substrate variability. This
narrows the gap between previous models of first-spike-time learning and
biological neuronal dynamics, thereby also enabling fast and energy-efficient
inference on analog neuromorphic devices that inherit these dynamics from their
biological archetypes, which we demonstrate on two generations of the
BrainScaleS analog neuromorphic architecture.",cs.NE,"cs.NE, stat.ML, cs.ET, q-bio.NC",4,Neural and Evolutionary Computing,"Neural and Evolutionary Computing, Machine Learning, Emerging Technologies, Neurons and Cognition",Mihai Alexandru Petrovici,"Julian Göltz, Andreas Baumbach, Sebastian Billaudelle, Oliver Breitwieser, Dominik Dold, Laura Kriener, Akos Ferenc Kungl, Walter Senn, Johannes Schemmel, Karlheinz Meier, Mihai Alexandru Petrovici",11,http://arxiv.org/pdf/1912.11443v1,http://arxiv.org/abs/1912.11443v1,2019-12-24
"Detection of Community Structures in Networks with Nodal Features based
  on Generative Probabilistic Approach","Community detection is considered as a fundamental task in analyzing social
networks. Even though many techniques have been proposed for community
detection, most of them are based exclusively on the connectivity structures.
However, there are node features in real networks, such as gender types in
social networks, feeding behavior in ecological networks, and location on
e-trading networks, that can be further leveraged with the network structure to
attain more accurate community detection methods. We propose a novel
probabilistic graphical model to detect communities by taking into account both
network structure and nodes' features. The proposed approach learns the
relevant features of communities through a generative probabilistic model
without any prior assumption on the communities. Furthermore, the model is
capable of determining the strength of node features and structural elements of
the networks on shaping the communities. The effectiveness of the proposed
approach over the state-of-the-art algorithms is revealed on synthetic and
benchmark networks.",cs.SI,"cs.SI, stat.ML",2,Social and Information Networks,"Social and Information Networks, Machine Learning",Mahdi Jalili,"Hadi Zare, Mahdi Hajiabadi, Mahdi Jalili",3,http://arxiv.org/pdf/1912.11420v1,http://arxiv.org/abs/1912.11420v1,2019-12-24
Broad Learning System Based on Maximum Correntropy Criterion,"As an effective and efficient discriminative learning method, Broad Learning
System (BLS) has received increasing attention due to its outstanding
performance in various regression and classification problems. However, the
standard BLS is derived under the minimum mean square error (MMSE) criterion,
which is, of course, not always a good choice due to its sensitivity to
outliers. To enhance the robustness of BLS, we propose in this work to adopt
the maximum correntropy criterion (MCC) to train the output weights, obtaining
a correntropy based broad learning system (C-BLS). Thanks to the inherent
superiorities of MCC, the proposed C-BLS is expected to achieve excellent
robustness to outliers while maintaining the original performance of the
standard BLS in Gaussian or noise-free environment. In addition, three
alternative incremental learning algorithms, derived from a weighted
regularized least-squares solution rather than pseudoinverse formula, for C-BLS
are developed.With the incremental learning algorithms, the system can be
updated quickly without the entire retraining process from the beginning, when
some new samples arrive or the network deems to be expanded. Experiments on
various regression and classification datasets are reported to demonstrate the
desirable performance of the new methods.",cs.LG,"stat.ML, cs.LG",2,Machine Learning,"Machine Learning, Machine Learning",IEEE,"Yunfei Zheng, Badong Chen, Senior Member, IEEE, Shiyuan Wang, Senior Member, IEEE, Weiqun Wang, Member, IEEE",10,http://arxiv.org/pdf/1912.11368v1,http://arxiv.org/abs/1912.11368v1,2019-12-24
Online Algorithms for Multiclass Classification using Partial Labels,"In this paper, we propose online algorithms for multiclass classification
using partial labels. We propose two variants of Perceptron called Avg
Perceptron and Max Perceptron to deal with the partial labeled data. We also
propose Avg Pegasos and Max Pegasos, which are extensions of Pegasos algorithm.
We also provide mistake bounds for Avg Perceptron and regret bound for Avg
Pegasos. We show the effectiveness of the proposed approaches by experimenting
on various datasets and comparing them with the standard Perceptron and
Pegasos.",cs.LG,"stat.ML, cs.LG",2,Machine Learning,"Machine Learning, Machine Learning",Naresh Manwani,"Rajarshi Bhattacharjee, Naresh Manwani",2,http://arxiv.org/pdf/1912.11367v1,http://arxiv.org/abs/1912.11367v1,2019-12-24
TRADI: Tracking deep neural network weight distributions,"During training, the weights of a Deep Neural Network (DNN) are optimized
from a random initialization towards a nearly optimum value minimizing a loss
function. Only this final state of the weights is typically kept for testing,
while the wealth of information on the geometry of the weight space,
accumulated over the descent towards the minimum is discarded. In this work we
propose to make use of this knowledge and leverage it for computing the
distributions of the weights of the DNN. This can be further used for
estimating the epistemic uncertainty of the DNN by sampling an ensemble of
networks from these distributions. To this end we introduce a method for
tracking the trajectory of the weights during optimization, that does not
require any changes in the architecture nor on the training procedure. We
evaluate our method on standard classification and regression benchmarks, and
on out-of-distribution detection for classification and semantic segmentation.
We achieve competitive results, while preserving computational efficiency in
comparison to other popular approaches.",cs.LG,"cs.CV, stat.ML, cs.LG",3,Machine Learning,"Computer Vision and Pattern Recognition, Machine Learning, Machine Learning",Isabelle Bloch,"Gianni Franchi, Andrei Bursuc, Emanuel Aldea, Severine Dubuisson, Isabelle Bloch",5,http://arxiv.org/pdf/1912.11316v1,http://arxiv.org/abs/1912.11316v1,2019-12-24
"Cronus: Robust and Heterogeneous Collaborative Learning with Black-Box
  Knowledge Transfer","Collaborative (federated) learning enables multiple parties to train a model
without sharing their private data, but through repeated sharing of the
parameters of their local models. Despite its advantages, this approach has
many known privacy and security weaknesses and performance overhead, in
addition to being limited only to models with homogeneous architectures. Shared
parameters leak a significant amount of information about the local (and
supposedly private) datasets. Besides, federated learning is severely
vulnerable to poisoning attacks, where some participants can adversarially
influence the aggregate parameters. Large models, with high dimensional
parameter vectors, are in particular highly susceptible to privacy and security
attacks: curse of dimensionality in federated learning. We argue that sharing
parameters is the most naive way of information exchange in collaborative
learning, as they open all the internal state of the model to inference
attacks, and maximize the model's malleability by stealthy poisoning attacks.
We propose Cronus, a robust collaborative machine learning framework. The
simple yet effective idea behind designing Cronus is to control, unify, and
significantly reduce the dimensions of the exchanged information between
parties, through robust knowledge transfer between their black-box local
models. We evaluate all existing federated learning algorithms against
poisoning attacks, and we show that Cronus is the only secure method, due to
its tight robustness guarantee. Treating local models as black-box, reduces the
information leakage through models, and enables us using existing
privacy-preserving algorithms that mitigate the risk of information leakage
through the model's output (predictions). Cronus also has a significantly lower
sample complexity, compared to federated learning, which does not bind its
security to the number of participants.",stat.ML,"stat.ML, cs.LG, cs.CR",3,Machine Learning,"Machine Learning, Machine Learning, Cryptography and Security",Amir Houmansadr,"Hongyan Chang, Virat Shejwalkar, Reza Shokri, Amir Houmansadr",4,http://arxiv.org/pdf/1912.11279v1,http://arxiv.org/abs/1912.11279v1,2019-12-24
"Mining User Behaviour from Smartphone data, a literature review","To study users' travel behaviour and travel time between origin and
destination, researchers employ travel surveys. Although there is consensus in
the field about the potential, after over ten years of research and field
experimentation, Smartphone-based travel surveys still did not take off to a
large scale. Here, computer intelligence algorithms take the role that
operators have in Traditional Travel Surveys; since we train each algorithm on
data, performances rest on the data quality, thus on the ground truth.
Inaccurate validations affect negatively: labels, algorithms' training, travel
diaries precision, and therefore data validation, within a very critical loop.
Interestingly, boundaries are proven burdensome to push even for Machine
Learning methods. To support optimal investment decisions for practitioners, we
expose the drivers they should consider when assessing what they need against
what they get. This paper highlights and examines the critical aspects of the
underlying research and provides some recommendations: (i) from the device
perspective, on the main physical limitations; (ii) from the application
perspective, the methodological framework deployed for the automatic generation
of travel diaries; (iii)from the ground truth perspective, the relationship
between user interaction, methods, and data.",cs.LG,"stat.ML, cs.LG",2,Machine Learning,"Machine Learning, Machine Learning",Otto A. Nielsen,"Valentino Servizi, Francisco C. Pereira, Marie K. Anderson, Otto A. Nielsen",4,http://arxiv.org/pdf/1912.11259v1,http://arxiv.org/abs/1912.11259v1,2019-12-24
Meta-Learning PAC-Bayes Priors in Model Averaging,"Nowadays model uncertainty has become one of the most important problems in
both academia and industry. In this paper, we mainly consider the scenario in
which we have a common model set used for model averaging instead of selecting
a single final model via a model selection procedure to account for this
model's uncertainty to improve reliability and accuracy of inferences. Here one
main challenge is to learn the prior over the model set. To tackle this
problem, we propose two data-based algorithms to get proper priors for model
averaging. One is for meta-learner, the analysts should use historical similar
tasks to extract the information about the prior. The other one is for
base-learner, a subsampling method is used to deal with the data step by step.
Theoretically, an upper bound of risk for our algorithm is presented to
guarantee the performance of the worst situation. In practice, both methods
perform well in simulations and real data studies, especially with poor quality
data.",cs.LG,"stat.ML, cs.LG",2,Machine Learning,"Machine Learning, Machine Learning",Li Zhenguo,"Huang Yimin, Huang Weiran, Li Liang, Li Zhenguo",4,http://arxiv.org/pdf/1912.11252v1,http://arxiv.org/abs/1912.11252v1,2019-12-24
Attention-Aware Answers of the Crowd,"Crowdsourcing is a relatively economic and efficient solution to collect
annotations from the crowd through online platforms. Answers collected from
workers with different expertise may be noisy and unreliable, and the quality
of annotated data needs to be further maintained. Various solutions have been
attempted to obtain high-quality annotations. However, they all assume that
workers' label quality is stable over time (always at the same level whenever
they conduct the tasks). In practice, workers' attention level changes over
time, and the ignorance of which can affect the reliability of the annotations.
In this paper, we focus on a novel and realistic crowdsourcing scenario
involving attention-aware annotations. We propose a new probabilistic model
that takes into account workers' attention to estimate the label quality.
Expectation propagation is adopted for efficient Bayesian inference of our
model, and a generalized Expectation Maximization algorithm is derived to
estimate both the ground truth of all tasks and the label-quality of each
individual crowd worker with attention. In addition, the number of tasks best
suited for a worker is estimated according to changes in attention. Experiments
against related methods on three real-world and one semi-simulated datasets
demonstrate that our method quantifies the relationship between workers'
attention and label-quality on the given tasks, and improves the aggregated
labels.",cs.LG,"stat.ML, cs.LG",2,Machine Learning,"Machine Learning, Machine Learning",Xiangliang Zhang,"Jingzheng Tu, Guoxian Yu, Jun Wang, Carlotta Domeniconi, Xiangliang Zhang",5,http://arxiv.org/pdf/1912.11238v1,http://arxiv.org/abs/1912.11238v1,2019-12-24
"mRMR-DNN with Transfer Learning for IntelligentFault Diagnosis of
  Rotating Machines","In recent years, intelligent condition-based monitoring of rotary machinery
systems has become a major research focus of machine fault diagnosis. In
condition-based monitoring, it is challenging to form a large-scale
well-annotated dataset due to the expense of data acquisition and costly
annotation. Along with that, the generated data have a large number of
redundant features which degraded the performance of the machine learning
models. To overcome this, we have utilized the advantages of minimum redundancy
maximum relevance (mRMR) and transfer learning with deep learning model. In
this work, mRMR is combined with deep learning and deep transfer learning
framework to improve the fault diagnostics performance in term of accuracy and
computational complexity. The mRMR reduces the redundant information from data
and increases the deep learning performance, whereas transfer learning, reduces
a large amount of data dependency for training the model. In the proposed work,
two frameworks, i.e., mRMR with deep learning and mRMR with deep transfer
learning, have explored and validated on CWRU and IMS rolling element bearings
datasets. The analysis shows that the proposed frameworks are able to obtain
better diagnostic accuracy in comparison of existing methods and also able to
handle the data with a large number of features more quickly.",cs.LG,"stat.ML, cs.LG",2,Machine Learning,"Machine Learning, Machine Learning",Nishchal K. Verma,"Vikas Singh, Nishchal K. Verma",2,http://arxiv.org/pdf/1912.11235v1,http://arxiv.org/abs/1912.11235v1,2019-12-24
