title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
High-speed Autonomous Drifting with Deep Reinforcement Learning,"Drifting is a complicated task for autonomous vehicle control. Most
traditional methods in this area are based on motion equations derived by the
understanding of vehicle dynamics, which is difficult to be modeled precisely.
We propose a robust drift controller without explicit motion equations, which
is based on the latest model-free deep reinforcement learning algorithm soft
actor-critic. The drift control problem is formulated as a trajectory following
task, where the errorbased state and reward are designed. After being trained
on tracks with different levels of difficulty, our controller is capable of
making the vehicle drift through various sharp corners quickly and stably in
the unseen map. The proposed controller is further shown to have excellent
generalization ability, which can directly handle unseen vehicle types with
different physical properties, such as mass, tire friction, etc.",cs.RO,"eess.SY, cs.LG, cs.SY, cs.RO",4,Robotics,"Machine Learning, Systems and Control, Robotics",Ming Liu,"Peide Cai, Xiaodong Mei, Lei Tai, Yuxiang Sun, Ming Liu",5,http://arxiv.org/pdf/2001.01377v1,http://arxiv.org/abs/2001.01377v1,2020-01-06
A Hybrid Approach to Temporal Pattern Matching,"The primary objective of graph pattern matching is to find all appearances of
an input graph pattern query in a large data graph. Such appearances are called
matches. In this paper, we are interested in finding matches of interaction
patterns in temporal graphs. To this end, we propose a hybrid approach that
achieves effective filtering of potential matches based both on structure and
time. Our approach exploits a graph representation where edges are ordered by
time. We present experiments with real datasets that illustrate the efficiency
of our approach.",cs.DS,"cs.DS, cs.CV",2,Data Structures and Algorithms,"Data Structures and Algorithms, Computer Vision and Pattern Recognition",Evaggelia Pitoura,"Konstantinos Semertzidis, Evaggelia Pitoura",2,http://arxiv.org/pdf/2001.01661v1,http://arxiv.org/abs/2001.01661v1,2020-01-06
Deep Snake for Real-Time Instance Segmentation,"This paper introduces a novel contour-based approach named deep snake for
real-time instance segmentation. Unlike some recent methods that directly
regress the coordinates of the object boundary points from an image, deep snake
uses a neural network to iteratively deform an initial contour to the object
boundary, which implements the classic idea of snake algorithms with a
learning-based approach. For structured feature learning on the contour, we
propose to use circular convolution in deep snake, which better exploits the
cycle-graph structure of a contour compared against generic graph convolution.
Based on deep snake, we develop a two-stage pipeline for instance segmentation:
initial contour proposal and contour deformation, which can handle errors in
initial object localization. Experiments show that the proposed approach
achieves state-of-the-art performances on the Cityscapes, Kins and Sbd datasets
while being efficient for real-time instance segmentation, 32.3 fps for
512$\times$512 images on a 1080Ti GPU. The code will be available at
https://github.com/zju3dv/snake/.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Xiaowei Zhou,"Sida Peng, Wen Jiang, Huaijin Pi, Hujun Bao, Xiaowei Zhou",5,http://arxiv.org/pdf/2001.01629v1,http://arxiv.org/abs/2001.01629v1,2020-01-06
"Chained Representation Cycling: Learning to Estimate 3D Human Pose and
  Shape by Cycling Between Representations","The goal of many computer vision systems is to transform image pixels into 3D
representations. Recent popular models use neural networks to regress directly
from pixels to 3D object parameters. Such an approach works well when
supervision is available, but in problems like human pose and shape estimation,
it is difficult to obtain natural images with 3D ground truth. To go one step
further, we propose a new architecture that facilitates unsupervised, or
lightly supervised, learning. The idea is to break the problem into a series of
transformations between increasingly abstract representations. Each step
involves a cycle designed to be learnable without annotated training data, and
the chain of cycles delivers the final solution. Specifically, we use 2D body
part segments as an intermediate representation that contains enough
information to be lifted to 3D, and at the same time is simple enough to be
learned in an unsupervised way. We demonstrate the method by learning 3D human
pose and shape from un-paired and un-annotated images. We also explore varying
amounts of paired data and show that cycling greatly alleviates the need for
paired data. While we present results for modeling humans, our formulation is
general and can be applied to other vision problems.",cs.CV,"cs.CV, cs.LG",2,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning",Konrad Schindler,"Nadine Rueegg, Christoph Lassner, Michael J. Black, Konrad Schindler",4,http://arxiv.org/pdf/2001.01613v1,http://arxiv.org/abs/2001.01613v1,2020-01-06
Few-shot Learning with Multi-scale Self-supervision,"Learning concepts from the limited number of datapoints is a challenging task
usually addressed by the so-called one- or few-shot learning. Recently, an
application of second-order pooling in few-shot learning demonstrated its
superior performance due to the aggregation step handling varying image
resolutions without the need of modifying CNNs to fit to specific image sizes,
yet capturing highly descriptive co-occurrences. However, using a single
resolution per image (even if the resolution varies across a dataset) is
suboptimal as the importance of image contents varies across the coarse-to-fine
levels depending on the object and its class label e. g., generic objects and
scenes rely on their global appearance while fine-grained objects rely more on
their localized texture patterns. Multi-scale representations are popular in
image deblurring, super-resolution and image recognition but they have not been
investigated in few-shot learning due to its relational nature complicating the
use of standard techniques. In this paper, we propose a novel multi-scale
relation network based on the properties of second-order pooling to estimate
image relations in few-shot setting. To optimize the model, we leverage a scale
selector to re-weight scale-wise representations based on their second-order
features. Furthermore, we propose to a apply self-supervised scale prediction.
Specifically, we leverage an extra discriminator to predict the scale labels
and the scale discrepancy between pairs of images. Our model achieves
state-of-the-art results on standard few-shot learning datasets.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Piotr Koniusz,"Hongguang Zhang, Philip H. S. Torr, Piotr Koniusz",3,http://arxiv.org/pdf/2001.01600v1,http://arxiv.org/abs/2001.01600v1,2020-01-06
"Multi-scale domain-adversarial multiple-instance CNN for cancer subtype
  classification with non-annotated histopathological images","We propose a new method for cancer subtype classification from
histopathological images, which can automatically detect tumor-specific
features in a given whole slide image (WSI). The cancer subtype should be
classified by referring to a WSI, i.e., a large size image (typically
40,000x40,000 pixels) of an entire pathological tissue slide, which consists of
cancer and non-cancer portions. One difficulty for constructing cancer subtype
classifiers comes from the high cost needed for annotating WSIs; without
annotation, we have to construct the tumor region detector without knowing true
labels. Furthermore, both global and local image features must be extracted
from the WSI by changing the magnifications of the image. In addition, the
image features should be stably detected against the variety/difference of
staining among the hospitals/specimen. In this paper, we develop a new
CNN-based cancer subtype classification method by effectively combining
multiple-instance, domain adversarial, and multi-scale learning frameworks that
can overcome these practical difficulties. When the proposed method was applied
to malignant lymphoma subtype classifications of 196 cases collected from
multiple hospitals, the classification performance was significantly better
than the standard CNN or other conventional methods, and the accuracy was
favorably compared to that of standard pathologists. In addition, we confirmed
by immunostaining and expert pathologist's visual inspections that the tumor
regions were correctly detected.",cs.CV,"cs.CV, cs.LG, eess.IV, I.2.1; I.5.4",4,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning, Image and Video Processing",Ichiro Takeuchi,"Noriaki Hashimoto, Daisuke Fukushima, Ryoichi Koga, Yusuke Takagi, Kaho Ko, Kei Kohno, Masato Nakaguro, Shigeo Nakamura, Hidekata Hontani, Ichiro Takeuchi",10,http://arxiv.org/pdf/2001.01599v1,http://arxiv.org/abs/2001.01599v1,2020-01-06
Hyperspectral Super-Resolution via Coupled Tensor Ring Factorization,"Hyperspectral super-resolution (HSR) fuses a low-resolution hyperspectral
image (HSI) and a high-resolution multispectral image (MSI) to obtain a
high-resolution HSI (HR-HSI). In this paper, we propose a new model, named
coupled tensor ring factorization (CTRF), for HSR. The proposed CTRF approach
simultaneously learns high spectral resolution core tensor from the HSI and
high spatial resolution core tensors from the MSI, and reconstructs the HR-HSI
via tensor ring (TR) representation (Figure~\ref{fig:framework}). The CTRF
model can separately exploit the low-rank property of each class (Section
\ref{sec:analysis}), which has been never explored in the previous coupled
tensor model. Meanwhile, it inherits the simple representation of coupled
matrix/CP factorization and flexible low-rank exploration of coupled Tucker
factorization.
  Guided by Theorem~\ref{th:1}, we further propose a spectral nuclear norm
regularization to explore the global spectral low-rank property.
  The experiments have demonstrated the advantage of the proposed nuclear norm
regularized CTRF (NCTRF) as compared to previous matrix/tensor and deep
learning methods.",eess.IV,"eess.IV, cs.CV",2,Image and Video Processing,"Image and Video Processing, Computer Vision and Pattern Recognition",Qibin Zhao,"Wei He, Yong Chen, Naoto Yokoya, Chao Li, Qibin Zhao",5,http://arxiv.org/pdf/2001.01547v1,http://arxiv.org/abs/2001.01547v1,2020-01-06
"Mutual Mean-Teaching: Pseudo Label Refinery for Unsupervised Domain
  Adaptation on Person Re-identification","Person re-identification (re-ID) aims at identifying the same persons' images
across different cameras. However, domain diversities between different
datasets pose an evident challenge for adapting the re-ID model trained on one
dataset to another one. State-of-the-art unsupervised domain adaptation methods
for person re-ID transferred the learned knowledge from the source domain by
optimizing with pseudo labels created by clustering algorithms on the target
domain. Although they achieved state-of-the-art performances, the inevitable
label noise caused by the clustering procedure was ignored. Such noisy pseudo
labels substantially hinders the model's capability on further improving
feature representations on the target domain. In order to mitigate the effects
of noisy pseudo labels, we propose to softly refine the pseudo labels in the
target domain by proposing an unsupervised framework, Mutual Mean-Teaching
(MMT), to learn better features from the target domain via off-line refined
hard pseudo labels and on-line refined soft pseudo labels in an alternative
training manner. In addition, the common practice is to adopt both the
classification loss and the triplet loss jointly for achieving optimal
performances in person re-ID models. However, conventional triplet loss cannot
work with softly refined labels. To solve this problem, a novel soft
softmax-triplet loss is proposed to support learning with soft pseudo triplet
labels for achieving the optimal domain adaptation performance. The proposed
MMT framework achieves considerable improvements of 14.4%, 18.2%, 13.1% and
16.4% mAP on Market-to-Duke, Duke-to-Market, Market-to-MSMT and Duke-to-MSMT
unsupervised domain adaptation tasks. Code is available at
https://github.com/yxgeee/MMT.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Hongsheng Li,"Yixiao Ge, Dapeng Chen, Hongsheng Li",3,http://arxiv.org/pdf/2001.01526v1,http://arxiv.org/abs/2001.01526v1,2020-01-06
"Deceiving Image-to-Image Translation Networks for Autonomous Driving
  with Adversarial Perturbations","Deep neural networks (DNNs) have achieved impressive performance on handling
computer vision problems, however, it has been found that DNNs are vulnerable
to adversarial examples. For such reason, adversarial perturbations have been
recently studied in several respects. However, most previous works have focused
on image classification tasks, and it has never been studied regarding
adversarial perturbations on Image-to-image (Im2Im) translation tasks, showing
great success in handling paired and/or unpaired mapping problems in the field
of autonomous driving and robotics. This paper examines different types of
adversarial perturbations that can fool Im2Im frameworks for autonomous driving
purpose. We propose both quasi-physical and digital adversarial perturbations
that can make Im2Im models yield unexpected results. We then empirically
analyze these perturbations and show that they generalize well under both
paired for image synthesis and unpaired settings for style transfer. We also
validate that there exist some perturbation thresholds over which the Im2Im
mapping is disrupted or impossible. The existence of these perturbations
reveals that there exist crucial weaknesses in Im2Im models. Lastly, we show
that our methods illustrate how perturbations affect the quality of outputs,
pioneering the improvement of the robustness of current SOTA networks for
autonomous driving.",cs.CV,"cs.CV, eess.IV, cs.RO",3,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Image and Video Processing, Robotics",Kuk-Jin Yoon,"Lin Wang, Wonjune Cho, Kuk-Jin Yoon",3,http://arxiv.org/pdf/2001.01506v1,http://arxiv.org/abs/2001.01506v1,2020-01-06
Facial Emotions Recognition using Convolutional Neural Net,"Human beings displays their emotions using facial expressions. For human it
is very easy to recognize those emotions but for computer it is very
challenging. Facial expressions vary from person to person. Brightness,
contrast and resolution of every random image is different. This is why
recognizing facial expression is very difficult. The facial expression
recognition is an active research area. In this project, we worked on
recognition of seven basic human emotions. These emotions are angry, disgust,
fear, happy, sad, surprise and neutral. Every image was first passed through
face detection algorithm to include it in train dataset. As CNN requires large
amount of data so we duplicated our data using various filter on each image.
The system is trained using CNN architecture. Preprocessed images of size
80*100 is passed as input to the first layer of CNN. Three convolutional layers
were used, each of which was followed by a pooling layer and then three dense
layers. The dropout rate for dense layer was 20%. The model was trained by
combination of two publicly available datasets JAFFED and KDEF. 90% of the data
was used for training while 10% was used for testing. We achieved maximum
accuracy of 78% using combined dataset.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Faisal Ghaffar,Faisal Ghaffar,1,http://arxiv.org/pdf/2001.01456v1,http://arxiv.org/abs/2001.01456v1,2020-01-06
"Model Predictive Control for Finite Input Systems using the D-Wave
  Quantum Annealer","The D-Wave quantum annealer has emerged as a novel computational architecture
that is attracting significant interest, but there have been only a few
practical algorithms exploiting the power of quantum annealers. Here we present
a model predictive control (MPC) algorithm using a quantum annealer for a
system allowing a finite number of input values. Such an MPC problem is
classified as a non-deterministic polynomial-time-hard combinatorial problem,
and thus real-time sequential optimization is difficult to obtain with
conventional computational systems. We circumvent this difficulty by converting
the original MPC problem into a quadratic unconstrained binary optimization
problem, which is then solved by the D-Wave quantum annealer. Two practical
applications, namely stabilization of a spring-mass-damper system and dynamic
audio quantization, are demonstrated. For both, the D-Wave method exhibits
better performance than the classical simulated annealing method. Our results
suggest new applications of quantum annealers in the direction of dynamic
control problems.",cond-mat.mes-hall,"physics.comp-ph, eess.SY, quant-ph, cs.ET, cs.SY, cond-mat.mes-hall",6,Mesoscale and Nanoscale Physics,"Computational Physics, Quantum Physics, Emerging Technologies, Systems and Control, Mesoscale and Nanoscale Physics",Hiroaki Yoshida,"Daisuke Inoue, Hiroaki Yoshida",2,http://arxiv.org/pdf/2001.01400v1,http://arxiv.org/abs/2001.01400v1,2020-01-06
"Thermal coupling and effect of subharmonic synchronization in a system
  of two VO2 based oscillators","We explore a prototype of an oscillatory neural network (ONN) based on
vanadium dioxide switching devices. The model system under study represents two
oscillators based on thermally coupled VO2 switches. Numerical simulation shows
that the effective action radius RTC of coupling depends both on the total
energy released during switching and on the average power. It is experimentally
and numerically proved that the temperature change dT commences almost
synchronously with the released power peak and T-coupling reveals itself up to
a frequency of about 10 kHz. For the studied switching structure configuration,
the RTC value varies over a wide range from 4 to 45 mkm, depending on the
external circuit capacitance C and resistance Ri, but the variation of Ri is
more promising from the practical viewpoint. In the case of a ""weak"" coupling,
synchronization is accompanied by attraction effect and decrease of the main
spectra harmonics width. In the case of a ""strong"" coupling, the number of
effects increases, synchronization can occur on subharmonics resulting in
multilevel stable synchronization of two oscillators. An advanced algorithm for
synchronization efficiency and subharmonic ratio calculation is proposed. It is
shown that of the two oscillators the leading one is that with a higher main
frequency, and, in addition, the frequency stabilization effect is observed.
Also, in the case of a strong thermal coupling, the limit of the supply current
parameters, for which the oscillations exist, expands by ~ 10 %. The obtained
results have a universal character and open up a new kind of coupling in ONNs,
namely, T-coupling, which allows for easy transition from 2D to 3D integration.
The effect of subharmonic synchronization hold promise for application in
classification and pattern recognition.",cs.NE,"cs.NE, cs.ET",2,Neural and Evolutionary Computing,"Neural and Evolutionary Computing, Emerging Technologies",Alexander Pergament,"Andrei Velichko, Maksim Belyaev, Vadim Putrolaynen, Valentin Perminov, Alexander Pergament",5,http://arxiv.org/pdf/2001.01382v1,http://arxiv.org/abs/2001.01382v1,2020-01-06
