title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
"Do As I Do: Transferring Human Motion and Appearance between Monocular
  Videos with Spatial and Temporal Constraints","Creating plausible virtual actors from images of real actors remains one of
the key challenges in computer vision and computer graphics. Marker-less human
motion estimation and shape modeling from images in the wild bring this
challenge to the fore. Although the recent advances on view synthesis and
image-to-image translation, currently available formulations are limited to
transfer solely style and do not take into account the character's motion and
shape, which are by nature intermingled to produce plausible human forms. In
this paper, we propose a unifying formulation for transferring appearance and
retargeting human motion from monocular videos that regards all these aspects.
Our method is composed of four main components and synthesizes new videos of
people in a different context where they were initially recorded. Differently
from recent appearance transferring methods, our approach takes into account
body shape, appearance and motion constraints. The evaluation is performed with
several experiments using publicly available real videos containing hard
conditions. Our method is able to transfer both human motion and appearance
outperforming state-of-the-art methods, while preserving specific features of
the motion that must be maintained (e.g., feet touching the floor, hands
touching a particular object) and holding the best visual quality and
appearance metrics such as Structural Similarity (SSIM) and Learned Perceptual
Image Patch Similarity (LPIPS).",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Erickson R. Nascimento,"Thiago L. Gomes, Renato Martins, João Ferreira, Erickson R. Nascimento",4,http://arxiv.org/pdf/2001.02606v1,http://arxiv.org/abs/2001.02606v1,2020-01-08
Deep Learning for Free-Hand Sketch: A Survey,"Free-hand sketches are highly hieroglyphic and illustrative, which have been
widely used by humans to depict objects or stories from ancient times to the
present. The recent prevalence of touchscreen devices has made sketch creation
a much easier task than ever and consequently made sketch-oriented applications
increasingly more popular. The prosperity of deep learning has also immensely
promoted the research for the free-hand sketch. This paper presents a
comprehensive survey of the free-hand sketch oriented deep learning techniques.
The main contents of this survey include: (i) The intrinsic traits and
domain-unique challenges of the free-hand sketch are discussed, to clarify the
essential differences between free-hand sketch and other data modalities, e.g.,
natural photo. (ii) The development of the free-hand sketch community in the
deep learning era is reviewed, by surveying the existing datasets, research
topics, and the state-of-the-art methods via a detailed taxonomy. (iii)
Moreover, the bottlenecks, open problems, and potential research directions of
this community have also been discussed to promote the future works.",cs.CV,"cs.GR, cs.CV, cs.LG",3,Computer Vision and Pattern Recognition,"Graphics, Computer Vision and Pattern Recognition, Machine Learning",Peng Xu,Peng Xu,1,http://arxiv.org/pdf/2001.02600v1,http://arxiv.org/abs/2001.02600v1,2020-01-08
An Analysis of Object Representations in Deep Visual Trackers,"Fully convolutional deep correlation networks are integral components of
state-of the-art approaches to single object visual tracking. It is commonly
assumed that these networks perform tracking by detection by matching features
of the object instance with features of the entire frame. Strong architectural
priors and conditioning on the object representation is thought to encourage
this tracking strategy. Despite these strong priors, we show that deep trackers
often default to tracking by saliency detection - without relying on the object
instance representation. Our analysis shows that despite being a useful prior,
salience detection can prevent the emergence of more robust tracking strategies
in deep networks. This leads us to introduce an auxiliary detection task that
encourages more discriminative object representations that improve tracking
performance.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Debidatta Dwibedi,"Ross Goroshin, Jonathan Tompson, Debidatta Dwibedi",3,http://arxiv.org/pdf/2001.02593v1,http://arxiv.org/abs/2001.02593v1,2020-01-08
"Fast Neural Network Adaptation via Parameter Remapping and Architecture
  Search","Deep neural networks achieve remarkable performance in many computer vision
tasks. Most state-of-the-art (SOTA) semantic segmentation and object detection
approaches reuse neural network architectures designed for image classification
as the backbone, commonly pre-trained on ImageNet. However, performance gains
can be achieved by designing network architectures specifically for detection
and segmentation, as shown by recent neural architecture search (NAS) research
for detection and segmentation. One major challenge though, is that ImageNet
pre-training of the search space representation (a.k.a. super network) or the
searched networks incurs huge computational cost. In this paper, we propose a
Fast Neural Network Adaptation (FNA) method, which can adapt both the
architecture and parameters of a seed network (e.g. a high performing manually
designed backbone) to become a network with different depth, width, or kernels
via a Parameter Remapping technique, making it possible to utilize NAS for
detection/segmentation tasks a lot more efficiently. In our experiments, we
conduct FNA on MobileNetV2 to obtain new networks for both segmentation and
detection that clearly out-perform existing networks designed both manually and
by NAS. The total computation cost of FNA is significantly less than SOTA
segmentation/detection NAS approaches: 1737$\times$ less than DPC, 6.8$\times$
less than Auto-DeepLab and 7.4$\times$ less than DetNAS. The code is available
at https://github.com/JaminFong/FNA.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Xinggang Wang,"Jiemin Fang, Yuzhu Sun, Kangjian Peng, Qian Zhang, Yuan Li, Wenyu Liu, Xinggang Wang",7,http://arxiv.org/pdf/2001.02525v1,http://arxiv.org/abs/2001.02525v1,2020-01-08
Deep OCT Angiography Image Generation for Motion Artifact Suppression,"Eye movements, blinking and other motion during the acquisition of optical
coherence tomography (OCT) can lead to artifacts, when processed to OCT
angiography (OCTA) images. Affected scans emerge as high intensity (white) or
missing (black) regions, resulting in lost information. The aim of this
research is to fill these gaps using a deep generative model for OCT to OCTA
image translation relying on a single intact OCT scan. Therefore, a U-Net is
trained to extract the angiographic information from OCT patches. At inference,
a detection algorithm finds outlier OCTA scans based on their surroundings,
which are then replaced by the trained network. We show that generative models
can augment the missing scans. The augmented volumes could then be used for 3-D
segmentation or increase the diagnostic value.",eess.IV,"eess.IV, cs.CV",2,Image and Video Processing,"Image and Video Processing, Computer Vision and Pattern Recognition",Andreas K. Maier,"Julian Hossbach, Lennart Husvogt, Martin F. Kraus, James G. Fujimoto, Andreas K. Maier",5,http://arxiv.org/pdf/2001.02512v1,http://arxiv.org/abs/2001.02512v1,2020-01-08
"Table Structure Extraction with Bi-directional Gated Recurrent Unit
  Networks","Tables present summarized and structured information to the reader, which
makes table structure extraction an important part of document understanding
applications. However, table structure identification is a hard problem not
only because of the large variation in the table layouts and styles, but also
owing to the variations in the page layouts and the noise contamination levels.
A lot of research has been done to identify table structure, most of which is
based on applying heuristics with the aid of optical character recognition
(OCR) to hand pick layout features of the tables. These methods fail to
generalize well because of the variations in the table layouts and the errors
generated by OCR. In this paper, we have proposed a robust deep learning based
approach to extract rows and columns from a detected table in document images
with a high precision. In the proposed solution, the table images are first
pre-processed and then fed to a bi-directional Recurrent Neural Network with
Gated Recurrent Units (GRU) followed by a fully-connected layer with soft max
activation. The network scans the images from top-to-bottom as well as
left-to-right and classifies each input as either a row-separator or a
column-separator. We have benchmarked our system on publicly available UNLV as
well as ICDAR 2013 datasets on which it outperformed the state-of-the-art table
structure extraction systems by a significant margin.",cs.CV,"cs.CV, cs.IT, math.IT",3,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Information Theory, Information Theory",Faisal Shafait,"Saqib Ali Khan, Syed Muhammad Daniyal Khalid, Muhammad Ali Shahzad, Faisal Shafait",4,http://arxiv.org/pdf/2001.02501v1,http://arxiv.org/abs/2001.02501v1,2020-01-08
"Disentangling Representations using Gaussian Processes in Variational
  Autoencoders for Video Prediction","We introduce MGP-VAE, a variational autoencoder which uses Gaussian processes
(GP) to model the latent space distribution. We employ MGP-VAE for the
unsupervised learning of video sequences to obtain disentangled
representations. Previous work in this area has mainly been confined to
separating dynamic information from static content. We improve on previous
results by establishing a framework by which multiple features, static or
dynamic, can be disentangled. Specifically we use fractional Brownian motions
(fBM) and Brownian bridges (BB) to enforce an inter-frame correlation structure
in each independent channel. We show that varying this correlation structure
enables one to capture different aspects of variation in the data. We
demonstrate the quality of our disentangled representations on numerous
experiments on three publicly available datasets, and also perform quantitative
tests on a video prediction task. In addition, we introduce a novel geodesic
loss function which takes into account the curvature of the data manifold to
improve learning in the prediction task. Our experiments show quantitatively
that the combination of our improved disentangled representations with the
novel loss function enable MGP-VAE to outperform the state-of-the-art in video
prediction.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Nengli Lim,"Sarthak Bhagat, Shagun Uppal, Vivian Yin, Nengli Lim",4,http://arxiv.org/pdf/2001.02408v1,http://arxiv.org/abs/2001.02408v1,2020-01-08
"SPACE: Unsupervised Object-Oriented Scene Representation via Spatial
  Attention and Decomposition","The ability to decompose complex multi-object scenes into meaningful
abstractions like objects is fundamental to achieve higher-level cognition.
Previous approaches for unsupervised object-oriented scene representation
learning are either based on spatial-attention or scene-mixture approaches and
limited in scalability which is a main obstacle towards modeling real-world
scenes. In this paper, we propose a generative latent variable model, called
SPACE, that provides a unified probabilistic modeling framework that combines
the best of spatial-attention and scene-mixture approaches. SPACE can
explicitly provide factorized object representations for foreground objects
while also decomposing background segments of complex morphology. Previous
models are good at either of these, but not both. SPACE also resolves the
scalability problems of previous methods by incorporating parallel
spatial-attention and thus is applicable to scenes with a large number of
objects without performance degradations. We show through experiments on Atari
and 3D-Rooms that SPACE achieves the above properties consistently in
comparison to SPAIR, IODINE, and GENESIS. Results of our experiments can be
found on our project website: https://sites.google.com/view/space-project-page",cs.LG,"eess.IV, cs.CV, cs.LG, stat.ML",4,Machine Learning,"Image and Video Processing, Computer Vision and Pattern Recognition, Machine Learning, Machine Learning",Sungjin Ahn,"Zhixuan Lin, Yi-Fu Wu, Skand Vishwanath Peri, Weihao Sun, Gautam Singh, Fei Deng, Jindong Jiang, Sungjin Ahn",8,http://arxiv.org/pdf/2001.02407v1,http://arxiv.org/abs/2001.02407v1,2020-01-08
Streaming automatic speech recognition with the transformer model,"Encoder-decoder based sequence-to-sequence models have demonstrated
state-of-the-art results in end-to-end automatic speech recognition (ASR).
Recently, the transformer architecture, which uses self-attention to model
temporal context information, has been shown to achieve significantly lower
word error rates (WERs) compared to recurrent neural network (RNN) based system
architectures. Despite its success, the practical usage is limited to offline
ASR tasks, since encoder-decoder architectures typically require an entire
speech utterance as input. In this work, we propose a transformer based
end-to-end ASR system for streaming ASR, where an output must be generated
shortly after each spoken word. To achieve this, we apply time-restricted
self-attention for the encoder and triggered attention for the encoder-decoder
attention mechanism. Our proposed streaming transformer architecture achieves
2.7% and 7.0% WER for the ``clean'' and ``other'' test data of LibriSpeech,
which to the best of our knowledge is the best published streaming end-to-end
ASR result for this task.",cs.SD,"cs.LG, cs.CL, eess.AS, cs.SD, stat.ML",5,Sound,"Machine Learning, Computation and Language, Audio and Speech Processing, Sound, Machine Learning",Jonathan Le Roux,"Niko Moritz, Takaaki Hori, Jonathan Le Roux",3,http://arxiv.org/pdf/2001.02674v1,http://arxiv.org/abs/2001.02674v1,2020-01-08
"A Correspondence Analysis Framework for Author-Conference
  Recommendations","For many years, achievements and discoveries made by scientists are made
aware through research papers published in appropriate journals or conferences.
Often, established scientists and especially newbies are caught up in the
dilemma of choosing an appropriate conference to get their work through. Every
scientific conference and journal is inclined towards a particular field of
research and there is a vast multitude of them for any particular field.
Choosing an appropriate venue is vital as it helps in reaching out to the right
audience and also to further one's chance of getting their paper published. In
this work, we address the problem of recommending appropriate conferences to
the authors to increase their chances of acceptance. We present three different
approaches for the same involving the use of social network of the authors and
the content of the paper in the settings of dimensionality reduction and topic
modeling. In all these approaches, we apply Correspondence Analysis (CA) to
derive appropriate relationships between the entities in question, such as
conferences and papers. Our models show promising results when compared with
existing methods such as content-based filtering, collaborative filtering and
hybrid filtering.",cs.IR,"cs.IR, cs.LG, cs.CL, cs.SI, stat.ML",5,Information Retrieval,"Information Retrieval, Machine Learning, Computation and Language, Social and Information Networks, Machine Learning",Vijaya Saradhi,"Rahul Radhakrishnan Iyer, Manish Sharma, Vijaya Saradhi",3,http://arxiv.org/pdf/2001.02669v1,http://arxiv.org/abs/2001.02669v1,2020-01-08
Stochastic probabilistic programs,"We introduce the notion of a stochastic probabilistic program and present a
reference implementation of a probabilistic programming facility supporting
specification of stochastic probabilistic programs and inference in them.
Stochastic probabilistic programs allow straightforward specification and
efficient inference in models with nuisance parameters, noise, and
nondeterminism. We give several examples of stochastic probabilistic programs,
and compare the programs with corresponding deterministic probabilistic
programs in terms of model specification and inference. We conclude with
discussion of open research topics and related work.",stat.ML,"cs.LG, cs.PL, stat.ML",3,Machine Learning,"Machine Learning, Programming Languages, Machine Learning",Tomer Dobkin,"David Tolpin, Tomer Dobkin",2,http://arxiv.org/pdf/2001.02656v1,http://arxiv.org/abs/2001.02656v1,2020-01-08
Sample-based Distributional Policy Gradient,"Distributional reinforcement learning (DRL) is a recent reinforcement
learning framework whose success has been supported by various empirical
studies. It relies on the key idea of replacing the expected return with the
return distribution, which captures the intrinsic randomness of the long term
rewards. Most of the existing literature on DRL focuses on problems with
discrete action space and value based methods. In this work, motivated by
applications in robotics with continuous action space control settings, we
propose sample-based distributional policy gradient (SDPG) algorithm. It models
the return distribution using samples via a reparameterization technique widely
used in generative modeling and inference. We compare SDPG with the
state-of-art policy gradient method in DRL, distributed distributional
deterministic policy gradients (D4PG), which has demonstrated state-of-art
performance. We apply SDPG and D4PG to multiple OpenAI Gym environments and
observe that our algorithm shows better sample efficiency as well as higher
reward for most tasks.",cs.LG,"cs.LG, stat.ML",2,Machine Learning,"Machine Learning, Machine Learning",Yongxin Chen,"Rahul Singh, Keuntaek Lee, Yongxin Chen",3,http://arxiv.org/pdf/2001.02652v1,http://arxiv.org/abs/2001.02652v1,2020-01-08
iDLG: Improved Deep Leakage from Gradients,"It is widely believed that sharing gradients will not leak private training
data in distributed learning systems such as Collaborative Learning and
Federated Learning, etc. Recently, Zhu et al. presented an approach which shows
the possibility to obtain private training data from the publicly shared
gradients. In their Deep Leakage from Gradient (DLG) method, they synthesize
the dummy data and corresponding labels with the supervision of shared
gradients. However, DLG has difficulty in convergence and discovering the
ground-truth labels consistently. In this paper, we find that sharing gradients
definitely leaks the ground-truth labels. We propose a simple but reliable
approach to extract accurate data from the gradients. Particularly, our
approach can certainly extract the ground-truth labels as opposed to DLG, hence
we name it Improved DLG (iDLG). Our approach is valid for any differentiable
model trained with cross-entropy loss over one-hot labels. We mathematically
illustrate how our method can extract ground-truth labels from the gradients
and empirically demonstrate the advantages over DLG.",cs.LG,"cs.LG, stat.ML",2,Machine Learning,"Machine Learning, Machine Learning",Hakan Bilen,"Bo Zhao, Konda Reddy Mopuri, Hakan Bilen",3,http://arxiv.org/pdf/2001.02610v1,http://arxiv.org/abs/2001.02610v1,2020-01-08
"Machine learning enables completely automatic tuning of a quantum device
  faster than human experts","Device variability is a bottleneck for the scalability of semiconductor
quantum devices. Increasing device control comes at the cost of a large
parameter space that has to be explored in order to find the optimal operating
conditions. We demonstrate a statistical tuning algorithm that navigates this
entire parameter space, using just a few modelling assumptions, in the search
for specific electron transport features. We focused on gate-defined quantum
dot devices, demonstrating fully automated tuning of two different devices to
double quantum dot regimes in an up to eight-dimensional gate voltage space. We
considered a parameter space defined by the maximum range of each gate voltage
in these devices, demonstrating expected tuning in under 70 minutes. This
performance exceeded a human benchmark, although we recognise that there is
room for improvement in the performance of both humans and machines. Our
approach is approximately 180 times faster than a pure random search of the
parameter space, and it is readily applicable to different material systems and
device architectures. With an efficient navigation of the gate voltage space we
are able to give a quantitative measurement of device variability, from one
device to another and after a thermal cycle of a device. This is a key
demonstration of the use of machine learning techniques to explore and optimise
the parameter space of quantum devices and overcome the challenge of device
variability.",cond-mat.mes-hall,"cs.LG, quant-ph, cond-mat.mes-hall",3,Mesoscale and Nanoscale Physics,"Machine Learning, Quantum Physics, Mesoscale and Nanoscale Physics",N. Ares,"H. Moon, D. T. Lennon, J. Kirkpatrick, N. M. van Esbroeck, L. C. Camenzind, Liuqi Yu, F. Vigneau, D. M. Zumbühl, G. A. D. Briggs, M. A Osborne, D. Sejdinovic, E. A. Laird, N. Ares",13,http://arxiv.org/pdf/2001.02589v1,http://arxiv.org/abs/2001.02589v1,2020-01-08
"Learning Dynamic and Personalized Comorbidity Networks from Event Data
  using Deep Diffusion Processes","Comorbid diseases co-occur and progress via complex temporal patterns that
vary among individuals. In electronic medical records, we only observe onsets
of diseases, but not their triggering comorbidities i.e., the mechanisms
underlying temporal relations between diseases need to be inferred. Learning
such temporal patterns from event data is crucial for understanding disease
pathology and predicting prognoses. To this end, we develop deep diffusion
processes (DDP) to model ''dynamic comorbidity networks'', i.e., the temporal
relationships between comorbid disease onsets expressed through a dynamic
graph. A DDP comprises events modelled as a multi-dimensional point process,
with an intensity function parameterized by the edges of a dynamic weighted
graph. The graph structure is modulated by a neural network that maps patient
history to edge weights, enabling rich temporal representations for disease
trajectories. The DDP parameters decouple into clinically meaningful
components, which enables serving the dual purpose of accurate risk prediction
and intelligible representation of disease pathology. We illustrate these
features in experiments using cancer registry data.",cs.LG,"cs.LG, stat.ML",2,Machine Learning,"Machine Learning, Machine Learning",Mihaela van der Schaar,"Zhaozhi Qian, Ahmed M. Alaa, Alexis Bellot, Jem Rashbass, Mihaela van der Schaar",5,http://arxiv.org/pdf/2001.02585v1,http://arxiv.org/abs/2001.02585v1,2020-01-08
