title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
"SceneEncoder: Scene-Aware Semantic Segmentation of Point Clouds with A
  Learnable Scene Descriptor","Besides local features, global information plays an essential role in
semantic segmentation, while recent works usually fail to explicitly extract
the meaningful global information and make full use of it. In this paper, we
propose a SceneEncoder module to impose a scene-aware guidance to enhance the
effect of global information. The module predicts a scene descriptor, which
learns to represent the categories of objects existing in the scene and
directly guides the point-level semantic segmentation through filtering out
categories not belonging to this scene. Additionally, to alleviate segmentation
noise in local region, we design a region similarity loss to propagate
distinguishing features to their own neighboring points with the same label,
leading to the enhancement of the distinguishing ability of point-wise
features. We integrate our methods into several prevailing networks and conduct
extensive experiments on benchmark datasets ScanNet and ShapeNet. Results show
that our methods greatly improve the performance of baselines and achieve
state-of-the-art performance.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Lizhuang Ma,"Jiachen Xu, Jingyu Gong, Jie Zhou, Xin Tan, Yuan Xie, Lizhuang Ma",6,http://arxiv.org/pdf/2001.09087v1,http://arxiv.org/abs/2001.09087v1,2020-01-24
Deep Non-Line-of-Sight Reconstruction,"The recent years have seen a surge of interest in methods for imaging beyond
the direct line of sight. The most prominent techniques rely on time-resolved
optical impulse responses, obtained by illuminating a diffuse wall with an
ultrashort light pulse and observing multi-bounce indirect reflections with an
ultrafast time-resolved imager. Reconstruction of geometry from such data,
however, is a complex non-linear inverse problem that comes with substantial
computational demands. In this paper, we employ convolutional feed-forward
networks for solving the reconstruction problem efficiently while maintaining
good reconstruction quality. Specifically, we devise a tailored autoencoder
architecture, trained end-to-end, that maps transient images directly to a
depth map representation. Training is done using an efficient transient
renderer for diffuse three-bounce indirect light transport that enables the
quick generation of large amounts of training data for the network. We examine
the performance of our method on a variety of synthetic and experimental
datasets and its dependency on the choice of training data and augmentation
strategies, as well as architectural features. We demonstrate that our
feed-forward network, even though it is trained solely on synthetic data,
generalizes to measured data from SPAD sensors and is able to obtain results
that are competitive with model-based reconstruction methods.",cs.CV,"eess.IV, cs.CV, cs.LG",3,Computer Vision and Pattern Recognition,"Image and Video Processing, Computer Vision and Pattern Recognition, Machine Learning",Julian Iseringhausen,"Javier Grau Chopite, Matthias B. Hullin, Michael Wand, Julian Iseringhausen",4,http://arxiv.org/pdf/2001.09067v1,http://arxiv.org/abs/2001.09067v1,2020-01-24
Kernel of CycleGAN as a Principle homogeneous space,"Unpaired image-to-image translation has attracted significant interest due to
the invention of CycleGAN, a method which utilizes a combination of adversarial
and cycle consistency losses to avoid the need for paired data. It is known
that the CycleGAN problem might admit multiple solutions, and our goal in this
paper is to analyze the space of exact solutions and to give perturbation
bounds for approximate solutions. We show theoretically that the exact solution
space is invariant with respect to automorphisms of the underlying probability
spaces, and, furthermore, that the group of automorphisms acts freely and
transitively on the space of exact solutions. We examine the case of zero
`pure' CycleGAN loss first in its generality, and, subsequently, expand our
analysis to approximate solutions for `extended' CycleGAN loss where identity
loss term is included. In order to demonstrate that these results are
applicable, we show that under mild conditions nontrivial smooth automorphisms
exist. Furthermore, we provide empirical evidence that neural networks can
learn these automorphisms with unexpected and unwanted results. We conclude
that finding optimal solutions to the CycleGAN loss does not necessarily lead
to the envisioned result in image-to-image translation tasks and that
underlying hidden symmetries can render the result utterly useless.",cs.LG,"cs.CV, cs.LG, stat.ML",3,Machine Learning,"Computer Vision and Pattern Recognition, Machine Learning, Machine Learning",Jonas Teuwen,"Nikita Moriakov, Jonas Adler, Jonas Teuwen",3,http://arxiv.org/pdf/2001.09061v1,http://arxiv.org/abs/2001.09061v1,2020-01-24
PDE-based Group Equivariant Convolutional Neural Networks,"We present a PDE-based framework that generalizes Group equivariant
Convolutional Neural Networks (G-CNNs). In this framework, a network layer is
seen as a set of PDE-solvers where the equation's geometrically meaningful
coefficients become the layer's trainable weights. Formulating our PDEs on
homogeneous spaces allows these networks to be designed with built-in
symmetries such as rotation equivariance instead of being restricted to just
translation equivariance as in traditional CNNs. Having all the desired
symmetries included in the design obviates the need to include them by means of
costly techniques such as data augmentation. Roto-translation equivariance for
image analysis applications is the example we will be using throughout the
paper.
  Our default PDE is solved by a combination of linear group convolutions and
non-linear morphological group convolutions. Just like for linear convolution a
morphological convolution is specified by a kernel and this kernel is what is
being optimized during the training process. We demonstrate how the common CNN
operations of max/min-pooling and ReLUs arise naturally from solving a PDE and
how they are subsumed by morphological convolutions.
  We present a proof-of-concept experiment to demonstrate the potential of this
framework in increasing the performance of deep learning based imaging
applications.",cs.LG,"math.DG, cs.CV, cs.LG, stat.ML",4,Machine Learning,"Differential Geometry, Computer Vision and Pattern Recognition, Machine Learning, Machine Learning",Remco Duits,"Bart Smets, Jim Portegies, Erik Bekkers, Remco Duits",4,http://arxiv.org/pdf/2001.09046v1,http://arxiv.org/abs/2001.09046v1,2020-01-24
Discrete graphical models -- an optimization perspective,"This monograph is about discrete energy minimization for discrete graphical
models. It considers graphical models, or, more precisely, maximum a posteriori
inference for graphical models, purely as a combinatorial optimization problem.
Modeling, applications, probabilistic interpretations and many other aspects
are either ignored here or find their place in examples and remarks only. It
covers the integer linear programming formulation of the problem as well as its
linear programming, Lagrange and Lagrange decomposition-based relaxations. In
particular, it provides a detailed analysis of the polynomially solvable
acyclic and submodular problems, along with the corresponding exact
optimization methods. Major approximate methods, such as message passing and
graph cut techniques are also described and analyzed comprehensively. The
monograph can be useful for undergraduate and graduate students studying
optimization or graphical models, as well as for experts in optimization who
want to have a look into graphical models. To make the monograph suitable for
both categories of readers we explicitly separate the mathematical optimization
background chapters from those specific to graphical models.",math.OC,"cs.CV, math.OC, cs.DM",3,Optimization and Control,"Computer Vision and Pattern Recognition, Optimization and Control, Discrete Mathematics",Bogdan Savchynskyy,Bogdan Savchynskyy,1,http://arxiv.org/pdf/2001.09017v1,http://arxiv.org/abs/2001.09017v1,2020-01-24
SOLAR: Second-Order Loss and Attention for Image Retrieval,"Recent works in deep-learning have shown that utilising second-order
information is beneficial in many computer-vision related tasks. Second-order
information can be enforced both in the spatial context and the abstract
feature dimensions. In this work we explore two second order components. One is
focused on second-order spatial information to increase the performance of
image descriptors, both local and global. More specifically, it is used to
re-weight feature maps, and thus emphasise salient image locations that are
subsequently used for description. The second component is concerned with a
second-order similarity (SOS) loss, that we extend to global descriptors for
image retrieval, and is used to enhance the triplet loss with hard negative
mining. We validate our approach on two different tasks and three datasets for
image retrieval and patch matching. The results show that our second order
components bring significant performance improvements in both tasks and lead to
state of the art results across the benchmarks.",cs.CV,"cs.CV, cs.LG",2,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning",Krystian Mikolajczyk,"Tony Ng, Vassileios Balntas, Yurun Tian, Krystian Mikolajczyk",4,http://arxiv.org/pdf/2001.08972v1,http://arxiv.org/abs/2001.08972v1,2020-01-24
"Unsupervised Learning Methods for Visual Place Recognition in Discretely
  and Continuously Changing Environments","Visual place recognition in changing environments is the problem of finding
matchings between two sets of observations, a query set and a reference set,
despite severe appearance changes. Recently, image comparison using CNN-based
descriptors showed very promising results. However, existing experiments from
the literature typically assume a single distinctive condition within each set
(e.g., reference: day, query: night). We demonstrate that as soon as the
conditions change within one set (e.g., reference: day, query: traversal
daytime-dusk-night-dawn), different places under the same condition can
suddenly look more similar than same places under different conditions and
state-of-the-art approaches like CNN-based descriptors fail. This paper
discusses this practically very important problem of in-sequence condition
changes and defines a hierarchy of problem setups from (1) no in-sequence
changes, (2) discrete in-sequence changes, to (3) continuous in-sequence
changes. We will experimentally evaluate the effect of these changes on two
state-of-the-art CNN-descriptors. Our experiments emphasize the importance of
statistical standardization of descriptors and shows its limitations in case of
continuous changes. To address this practically most relevant setup, we
investigate and experimentally evaluate the application of unsupervised
learning methods using two available PCA-based approaches and propose a novel
clustering-based extension of the statistical normalization.",cs.CV,"cs.RO, cs.CV",2,Computer Vision and Pattern Recognition,"Robotics, Computer Vision and Pattern Recognition",Peter Protzel,"Stefan Schubert, Peer Neubert, Peter Protzel",3,http://arxiv.org/pdf/2001.08960v1,http://arxiv.org/abs/2001.08960v1,2020-01-24
"An Explicit Local and Global Representation Disentanglement Framework
  with Applications in Deep Clustering and Unsupervised Object Detection","There are several benefits from learning disentangled representations,
including interpretability, compositionality and generalisation to new tasks.
Disentanglement could be done by imposing an inductive bias based on prior
knowledge. Different priors make different structural assumptions about the
representations. For instance, priors with granularity can lead to
representation to describe data at different scales. A notable example is in
the visual domain where there are multiple scales of the variation in the data.
Hence, learning representation at different scales will be useful for different
tasks. In this work, we propose a framework, called SPLIT, which allows us to
disentangle local and global information into two separate sets of latent
variables within the variational autoencoder (VAE) framework. Our framework
adds an extra generative assumption to the VAE by requiring a subset of the
latent variables to generate an auxiliary set of observable data. This set of
data, which contains only local information, can be obtained via a
transformation of the original data that removes global information. Three
different flavours of VAE with different generative assumptions were examined
in our experiments. We show that the framework can be effectively used to
disentangle local and global information within these models. Benefits of the
framework are demonstrated through multiple downstream representation learning
problems. The framework can unlock the potential of these VAE models in the
tasks of style transfer, deep clustering and unsupervised object detection with
a simple modification to existing VAE models. Finally, we review cognitive
neuroscience literature regarding disentanglement in human visual perception.
The code for our experiments can be found at
https://github.com/51616/split-vae.",cs.CV,"eess.IV, cs.CV, cs.LG",3,Computer Vision and Pattern Recognition,"Image and Video Processing, Computer Vision and Pattern Recognition, Machine Learning",Nat Dilokthanakul,"Rujikorn Charakorn, Yuttapong Thawornwattana, Sirawaj Itthipuripat, Nick Pawlowski, Poramate Manoonpong, Nat Dilokthanakul",6,http://arxiv.org/pdf/2001.08957v1,http://arxiv.org/abs/2001.08957v1,2020-01-24
"Large-Scale Optical Reservoir Computing for Spatiotemporal Chaotic
  Systems Prediction","Reservoir computing is a relatively recent computational paradigm that
originates from a recurrent neural network, and is known for its wide-range of
implementations using different physical technologies. Large reservoirs are
very hard to obtain in conventional computers as both the computation
complexity and memory usage grows quadratically. We propose an optical scheme
performing reservoir computing over very large networks of up to $10^6$ fully
connected photonic nodes thanks to its intrinsic properties of parallelism. Our
experimental studies confirm that in contrast to conventional computers, the
computation time of our optical scheme is only linearly dependent on the number
of photonic nodes of the network, which is due to electronic overheads, while
the optical part of computation remains fully parallel and independent of the
reservoir size. To demonstrate the scalability of our optical scheme, we
perform for the first time predictions on large multidimensional chaotic
datasets using the Kuramoto-Sivashinsky equation as an example of a
spatiotemporal chaotic system. Our results are extremely challenging for
conventional Turing-von Neumann machines, and they significantly advance the
state-of-the-art of unconventional reservoir computing approaches in general.",physics.optics,"physics.optics, cs.ET",2,Optics,"Optics, Emerging Technologies",Sylvain Gigan,"Mushegh Rafayelyan, Jonathan Dong, Yongqi Tan, Florent Krzakala, Sylvain Gigan",5,http://arxiv.org/pdf/2001.09131v1,http://arxiv.org/abs/2001.09131v1,2020-01-24
"Intelligent Reflecting Surface-Assisted Multiple Access with User
  Pairing: NOMA or OMA?","The integration of intelligent reflecting surface (IRS) to multiple access
networks is a cost-effective solution for boosting spectrum/energy efficiency
and enlarging network coverage/connections. However, due to the new capability
of IRS in reconfiguring the wireless propagation channels, it is fundamentally
unknown which multiple access scheme is superior in the IRS-assisted wireless
network. In this letter, we pursue a theoretical performance comparison between
non-orthogonal multiple access (NOMA) and orthogonal multiple access (OMA) in
the IRS-assisted downlink communication, for which the transmit power
minimization problems are formulated under the discrete unit-modulus reflection
constraint on each IRS element. We analyze the minimum transmit powers required
by different multiple access schemes and compare them numerically, which turn
out to not fully comply with the stereotyped superiority of NOMA over OMA in
conventional systems without IRS. Moreover, to avoid the exponential complexity
of the brute-force search for the optimal discrete IRS phase shifts, we propose
a low-complexity solution to achieve near-optimal performance.",cs.IT,"math.IT, cs.IT, cs.ET",3,Information Theory,"Information Theory, Information Theory, Emerging Technologies",Rui Zhang,"Beixiong Zheng, Qingqing Wu, Rui Zhang",3,http://arxiv.org/pdf/2001.08909v1,http://arxiv.org/abs/2001.08909v1,2020-01-24
Semi-supervised ASR by End-to-end Self-training,"While deep learning based end-to-end automatic speech recognition (ASR)
systems have greatly simplified modeling pipelines, they suffer from the data
sparsity issue. In this work, we propose a self-training method with an
end-to-end system for semi-supervised ASR. Starting from a Connectionist
Temporal Classification (CTC) system trained on the supervised data, we
iteratively generate pseudo-labels on a mini-batch of unsupervised utterances
with the current model, and use the pseudo-labels to augment the supervised
data for immediate model update. Our method retains the simplicity of
end-to-end ASR systems, and can be seen as performing alternating optimization
over a well-defined learning objective. We also perform empirical
investigations of our method, regarding the effect of data augmentation,
decoding beamsize for pseudo-label generation, and freshness of pseudo-labels.
On a commonly used semi-supervised ASR setting with the WSJ corpus, our method
gives 14.4% relative WER improvement over a carefully-trained base system with
data augmentation, reducing the performance gap between the base system and the
oracle system by 50%.",eess.AS,"cs.CL, eess.AS, cs.LG, cs.SD",4,Audio and Speech Processing,"Computation and Language, Audio and Speech Processing, Machine Learning, Sound",Chao Wang,"Yang Chen, Weiran Wang, Chao Wang",3,http://arxiv.org/pdf/2001.09128v1,http://arxiv.org/abs/2001.09128v1,2020-01-24
"Performance of a Deep Neural Network at Detecting North Atlantic Right
  Whale Upcalls","Passive acoustics provides a powerful tool for monitoring the endangered
North Atlantic right whale (NARW), but improved detection algorithms are needed
to handle diverse and variable acoustic conditions and differences in recording
techniques and equipment. Here, we investigate the potential of Deep Neural
Networks for addressing this need. ResNet, an architecture commonly used for
image recognition, is trained to recognize the time-frequency representation of
the characteristic NARW upcall. The network is trained on several thousand
examples recorded at various locations in the Gulf of St. Lawrence in 2018 and
2019, using different equipment and deployment techniques. Used as a detection
algorithm on fifty 30-minute recordings from the years 2015-2017 containing
over one thousand upcalls, the network achieves recalls up to 80%, while
maintaining a precision of 90%. Importantly, the performance of the network
improves as more variance is introduced into the training dataset, whereas the
opposite trend is observed using a conventional linear discriminant analysis
approach. Our work demonstrates that Deep Neural Networks can be trained to
identify NARW upcalls under diverse and variable conditions with a performance
that compares favorably to that of existing algorithms.",eess.AS,"eess.AS, cs.LG, cs.SD",3,Audio and Speech Processing,"Audio and Speech Processing, Machine Learning, Sound",Samuel Giard,"Oliver S. Kirsebom, Fabio Frazao, Yvan Simard, Nathalie Roy, Stan Matwin, Samuel Giard",6,http://arxiv.org/pdf/2001.09127v1,http://arxiv.org/abs/2001.09127v1,2020-01-24
Reasoning About Generalization via Conditional Mutual Information,"We provide an information-theoretic framework for studying the generalization
properties of machine learning algorithms. Our framework ties together existing
approaches, including uniform convergence bounds and recent methods for
adaptive data analysis. Specifically, we use Conditional Mutual Information
(CMI) to quantify how well the input (i.e., the training data) can be
recognized given the output (i.e., the trained model) of the learning
algorithm. We show that bounds on CMI can be obtained from VC dimension,
compression schemes, differential privacy, and other methods. We then show that
bounded CMI implies various forms of generalization.",cs.LG,"cs.LG, cs.IT, cs.CR, cs.DS, math.IT, stat.ML",6,Machine Learning,"Machine Learning, Information Theory, Cryptography and Security, Data Structures and Algorithms, Information Theory, Machine Learning",Lydia Zakynthinou,"Thomas Steinke, Lydia Zakynthinou",2,http://arxiv.org/pdf/2001.09122v1,http://arxiv.org/abs/2001.09122v1,2020-01-24
"Estimation for Compositional Data using Measurements from Nonlinear
  Systems using Artificial Neural Networks","Our objective is to estimate the unknown compositional input from its output
response through an unknown system after estimating the inverse of the original
system with a training set. The proposed methods using artificial neural
networks (ANNs) can compete with the optimal bounds for linear systems, where
convex optimization theory applies, and demonstrate promising results for
nonlinear system inversions. We performed extensive experiments by designing
numerous different types of nonlinear systems.",cs.LG,"cs.LG, stat.TH, cs.NE, math.ST, stat.ML, math.OC",6,Machine Learning,"Machine Learning, Statistics Theory, Neural and Evolutionary Computing, Statistics Theory, Machine Learning, Optimization and Control",Se Un Park,Se Un Park,1,http://arxiv.org/pdf/2001.09040v1,http://arxiv.org/abs/2001.09040v1,2020-01-24
"MagNet: Discovering Multi-agent Interaction Dynamics using Neural
  Network","We present the MagNet, a multi-agent interaction network to discover
governing dynamics and predict evolution of a complex system from observations.
We formulate a multiagent system as a coupled non-linear network with a generic
ordinary differential equation (ODE) based state evolution and develop a neural
network-based realization of its time-discretized model. MagNet is trained to
discover the core dynamics of a multi-agent system from observations and tuned
on-line to learn agent-specific parameters of the dynamics to ensure accurate
prediction even when physical or relational attributes of agents, or number of
agents change. We evaluate MagNet on a point-mass system in two-dimensional
space, Kuramoto phase synchronization dynamics and predator-swarm interaction
dynamics demonstrating orders of magnitude improvement in prediction accuracy
over traditional deep learning models.",cs.LG,"cs.RO, cs.MA, cs.LG, stat.ML",4,Machine Learning,"Robotics, Multiagent Systems, Machine Learning, Machine Learning",Saibal Mukhopadhyay,"Priyabrata Saha, Arslan Ali, Burhan A. Mudassar, Yun Long, Saibal Mukhopadhyay",5,http://arxiv.org/pdf/2001.09001v1,http://arxiv.org/abs/2001.09001v1,2020-01-24
