title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
MixPath: A Unified Approach for One-shot Neural Architecture Search,"The expressiveness of search space is a key concern in neural architecture
search (NAS). Previous block-level approaches mainly focus on searching
networks that chain one operation after another. Incorporating multi-path
search space with the one-shot doctrine remains untackled. In this paper, we
investigate the supernet behavior under the multi-path setting, which we call
MixPath. For a sampled training, simply switching multiple paths on and off
incurs severe feature inconsistency which deteriorates the convergence. To
remedy this effect, we employ what we term as \emph{shadow batch
normalizations} (SBN) to follow various path patterns. Experiments performed on
CIFAR-10 show that our approach is effective regardless of the number of
allowable paths. Further experiments are conducted on ImageNet to have a fair
comparison with the latest NAS methods. Our code will be available
https://github.com/xiaomi-automl/MixPath.git .",cs.LG,"stat.ML, cs.LG, cs.CV",3,Machine Learning,"Machine Learning, Machine Learning, Computer Vision and Pattern Recognition",Jixiang Li,"Xiangxiang Chu, Xudong Li, Yi Lu, Bo Zhang, Jixiang Li",5,http://arxiv.org/pdf/2001.05887v1,http://arxiv.org/abs/2001.05887v1,2020-01-16
A Little Fog for a Large Turn,"Small, carefully crafted perturbations called adversarial perturbations can
easily fool neural networks. However, these perturbations are largely additive
and not naturally found. We turn our attention to the field of Autonomous
navigation wherein adverse weather conditions such as fog have a drastic effect
on the predictions of these systems. These weather conditions are capable of
acting like natural adversaries that can help in testing models. To this end,
we introduce a general notion of adversarial perturbations, which can be
created using generative models and provide a methodology inspired by
Cycle-Consistent Generative Adversarial Networks to generate adversarial
weather conditions for a given image. Our formulation and results show that
these images provide a suitable testbed for steering models used in Autonomous
navigation models. Our work also presents a more natural and general definition
of Adversarial perturbations based on Perceptual Similarity.",cs.LG,"stat.ML, cs.LG, cs.CV, eess.IV",4,Machine Learning,"Machine Learning, Machine Learning, Computer Vision and Pattern Recognition, Image and Video Processing",Vineeth N Balasubramanian,"Harshitha Machiraju, Vineeth N Balasubramanian",2,http://arxiv.org/pdf/2001.05873v1,http://arxiv.org/abs/2001.05873v1,2020-01-16
ScaIL: Classifier Weights Scaling for Class Incremental Learning,"Incremental learning is useful if an AI agent needs to integrate data from a
stream. The problem is non trivial if the agent runs on a limited computational
budget and has a bounded memory of past data. In a deep learning approach, the
constant computational budget requires the use of a fixed architecture for all
incremental states. The bounded memory generates data imbalance in favor of new
classes and a prediction bias toward them appears. This bias is commonly
countered by introducing a data balancing step in addition to the basic network
training. We depart from this approach and propose simple but efficient scaling
of past class classifier weights to make them more comparable to those of new
classes. Scaling exploits incremental state level statistics and is applied to
the classifiers learned in the initial state of classes in order to profit from
all their available data. We also question the utility of the widely used
distillation loss component of incremental learning algorithms by comparing it
to vanilla fine tuning in presence of a bounded memory. Evaluation is done
against competitive baselines using four public datasets. Results show that the
classifier weights scaling and the removal of the distillation are both
beneficial.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Adrian Popescu,"Eden Belouadah, Adrian Popescu",2,http://arxiv.org/pdf/2001.05755v1,http://arxiv.org/abs/2001.05755v1,2020-01-16
"Probabilistic 3D Multilabel Real-time Mapping for Multi-object
  Manipulation","Probabilistic 3D map has been applied to object segmentation with multiple
camera viewpoints, however, conventional methods lack of real-time efficiency
and functionality of multilabel object mapping. In this paper, we propose a
method to generate three-dimensional map with multilabel occupancy in
real-time. Extending our previous work in which only target label occupancy is
mapped, we achieve multilabel object segmentation in a single looking around
action. We evaluate our method by testing segmentation accuracy with 39
different objects, and applying it to a manipulation task of multiple objects
in the experiments. Our mapping-based method outperforms the conventional
projection-based method by 40 - 96\% relative (12.6 mean $IU_{3d}$), and robot
successfully recognizes (86.9\%) and manipulates multiple objects (60.7\%) in
an environment with heavy occlusions.",cs.RO,"cs.CV, cs.RO",2,Robotics,"Computer Vision and Pattern Recognition, Robotics",Masayuki Inaba,"Kentaro Wada, Kei Okada, Masayuki Inaba",3,http://arxiv.org/pdf/2001.05752v1,http://arxiv.org/abs/2001.05752v1,2020-01-16
"A Technology-aided Multi-modal Training Approach to Assist Abdominal
  Palpation Training and its Assessment in Medical Education","Computer-assisted multimodal training is an effective way of learning complex
motor skills in various applications. In particular disciplines (eg.
healthcare) incompetency in performing dexterous hands-on examinations
(clinical palpation) may result in misdiagnosis of symptoms, serious injuries
or even death. Furthermore, a high quality clinical examination can help to
exclude significant pathology, and reduce time and cost of diagnosis by
eliminating the need for unnecessary medical imaging. Medical palpation is used
regularly as an effective preliminary diagnosis method all around the world but
years of training are required currently to achieve competency. This paper
focuses on a multimodal palpation training system to teach and improve clinical
examination skills in relation to the abdomen. It is our aim to shorten
significantly the palpation training duration by increasing the frequency of
rehearsals as well as providing essential augmented feedback on how to perform
various abdominal palpation techniques which has been captured and modelled
from medical experts. Twenty three first year medical students divided into a
control group (n=8), a semi-visually trained group (n=8), and a fully visually
trained group (n=7) were invited to perform three palpation tasks (superficial,
deep and liver). The medical students performances were assessed using both
computer-based and human-based methods where a positive correlation was shown
between the generated scores, r=.62, p(one-tailed)<.05. The visually-trained
group significantly outperformed the control group in which abstract
visualisation of applied forces and their palmar locations were provided to the
students during each palpation examination (p<.05). Moreover, a positive trend
was observed between groups when visual feedback was presented, J=132, z=2.62,
r=0.55.",cs.HC,"cs.CV, eess.IV, cs.HC",3,Human-Computer Interaction,"Computer Vision and Pattern Recognition, Image and Video Processing, Human-Computer Interaction",A. Chalmers,"A. Asadipour, K. Debattista, V. Patel, A. Chalmers",4,http://arxiv.org/pdf/2001.05745v1,http://arxiv.org/abs/2001.05745v1,2020-01-16
"SketchDesc: Learning Local Sketch Descriptors for Multi-view
  Correspondence","In this paper, we study the problem of multi-view sketch correspondence,
where we take as input multiple freehand sketches with different views of the
same object and predict semantic correspondence among the sketches. This
problem is challenging, since visual features of corresponding points at
different views can be very different. To this end, we take a deep learning
approach and learn a novel local sketch descriptor from data. We contribute a
training dataset by generating the pixel-level correspondence for the
multi-view line drawings synthesized from 3D shapes. To handle the sparsity and
ambiguity of sketches, we design a novel multi-branch neural network that
integrates a patch-based representation and a multi-scale strategy to learn the
\pixelLevel correspondence among multi-view sketches. We demonstrate the
effectiveness of our proposed approach with extensive experiments on hand-drawn
sketches, and multi-view line drawings rendered from multiple 3D shape
datasets.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Hongbo Fu,"Deng Yu, Lei Li, Youyi Zheng, Manfred Lau, Yi-Zhe Song, Chew-Lan Tai, Hongbo Fu",7,http://arxiv.org/pdf/2001.05744v1,http://arxiv.org/abs/2001.05744v1,2020-01-16
Adaptive Direction-Guided Structure Tensor Total Variation,"Direction-guided structure tensor total variation (DSTV) is a recently
proposed regularization term that aims at increasing the sensitivity of the
structure tensor total variation (STV) to the changes towards a predetermined
direction. Despite of the plausible results obtained on the uni-directional
images, the DSTV model is not applicable to the multi-directional images of
real-world. In this study, we build a two-stage framework that brings
adaptivity to DSTV. We design an alternative to STV, which encodes the
first-order information within a local neighborhood under the guidance of
spatially varying directional descriptors (i.e., orientation and the dose of
anisotropy). In order to estimate those descriptors, we propose an efficient
preprocessor that captures the local geometry based on the structure tensor.
Through the extensive experiments, we demonstrate how beneficial the
involvement of the directional information in STV is, by comparing the proposed
method with the state-of-the-art analysis-based denoising models, both in terms
of restoration quality and computational efficiency.",eess.IV,"cs.CV, eess.IV",2,Image and Video Processing,"Computer Vision and Pattern Recognition, Image and Video Processing",Mustafa E. Kamasak,"Ezgi Demircan-Tureyen, Mustafa E. Kamasak",2,http://arxiv.org/pdf/2001.05717v1,http://arxiv.org/abs/2001.05717v1,2020-01-16
"Generation and application of bursting dynamic behaviour in memristor
  neurons","The memristor neurons built with two memristors can be used to mimics many
dynamical behaviours of a biological neuron. Firstly, the dynamic operating
conditions of memristor neurons and their transformation boundaries between the
spiking and the bursting are comprehensively investigated. Then, the underlying
mechanism of bursting is analysed and the controllability of the number of
spikes in each burst period is demonstrated under proper input voltage and
input resistor. Final, numbers of spikes per period is recognized as neuron
information carries and shown to enable pattern recognition and information
transmitting. These results show a promising approach for the efficient use of
neuristor in the construction of neural networks.",cs.ET,"eess.SP, cs.ET",2,Emerging Technologies,"Signal Processing, Emerging Technologies",Xinjun Liu,"Yeheng Bo, Shuai Li, Peng Zhang, Juan Song, Xinjun Liu",5,http://arxiv.org/pdf/2001.05663v1,http://arxiv.org/abs/2001.05663v1,2020-01-16
"Knowledge Discovery from Social Media using Big Data provided Sentiment
  Analysis (SoMABiT)","In todays competitive business world, being aware of customer needs and
market-oriented production is a key success factor for industries. To this aim,
the use of efficient analytic algorithms ensures a better understanding of
customer feedback and improves the next generation of products. Accordingly,
the dramatic increase in using social media in daily life provides beneficial
sources for market analytics. But how traditional analytic algorithms and
methods can scale up for such disparate and multi-structured data sources is
the main challenge in this regard. This paper presents and discusses the
technological and scientific focus of the SoMABiT as a social media analysis
platform using big data technology. Sentiment analysis has been employed in
order to discover knowledge from social media. The use of MapReduce and
developing a distributed algorithm towards an integrated platform that can
scale for any data volume and provide a social media-driven knowledge is the
main novelty of the proposed concept in comparison to the state-of-the-art
technologies.",cs.SI,"cs.LG, cs.DB, cs.SI",3,Social and Information Networks,"Machine Learning, Databases, Social and Information Networks",Madjid Fathi,"Mahdi Bohlouli, Jens Dalter, Mareike Dornhöfer, Johannes Zenkert, Madjid Fathi",5,http://arxiv.org/pdf/2001.05996v1,http://arxiv.org/abs/2001.05996v1,2020-01-16
"Inferring Individual Level Causal Models from Graph-based Relational
  Time Series","In this work, we formalize the problem of causal inference over graph-based
relational time-series data where each node in the graph has one or more
time-series associated to it. We propose causal inference models for this
problem that leverage both the graph topology and time-series to accurately
estimate local causal effects of nodes. Furthermore, the relational time-series
causal inference models are able to estimate local effects for individual nodes
by exploiting local node-centric temporal dependencies and
topological/structural dependencies. We show that simpler causal models that do
not consider the graph topology are recovered as special cases of the proposed
relational time-series causal inference model. We describe the conditions under
which the resulting estimate can be used to estimate a causal effect, and
describe how the Durbin-Wu-Hausman test of specification can be used to test
for the consistency of the proposed estimator from data. Empirically, we
demonstrate the effectiveness of the causal inference models on both synthetic
data with known ground-truth and a large-scale observational relational
time-series data set collected from Wikipedia.",cs.LG,"stat.ML, cs.LG, cs.SI",3,Machine Learning,"Machine Learning, Machine Learning, Social and Information Networks",Nesreen Ahmed,"Ryan Rossi, Somdeb Sarkhel, David Arbour, Nesreen Ahmed",4,http://arxiv.org/pdf/2001.05993v1,http://arxiv.org/abs/2001.05993v1,2020-01-16
"Provable Benefit of Orthogonal Initialization in Optimizing Deep Linear
  Networks","The selection of initial parameter values for gradient-based optimization of
deep neural networks is one of the most impactful hyperparameter choices in
deep learning systems, affecting both convergence times and model performance.
Yet despite significant empirical and theoretical analysis, relatively little
has been proved about the concrete effects of different initialization schemes.
In this work, we analyze the effect of initialization in deep linear networks,
and provide for the first time a rigorous proof that drawing the initial
weights from the orthogonal group speeds up convergence relative to the
standard Gaussian initialization with iid weights. We show that for deep
networks, the width needed for efficient convergence to a global minimum with
orthogonal initializations is independent of the depth, whereas the width
needed for efficient convergence with Gaussian initializations scales linearly
in the depth. Our results demonstrate how the benefits of a good initialization
can persist throughout learning, suggesting an explanation for the recent
empirical successes found by initializing very deep non-linear networks
according to the principle of dynamical isometry.",cs.LG,"cs.NE, cs.LG, math.OC, stat.ML",4,Machine Learning,"Neural and Evolutionary Computing, Machine Learning, Optimization and Control, Machine Learning",Jeffrey Pennington,"Wei Hu, Lechao Xiao, Jeffrey Pennington",3,http://arxiv.org/pdf/2001.05992v1,http://arxiv.org/abs/2001.05992v1,2020-01-16
"A Better Bound Gives a Hundred Rounds: Enhanced Privacy Guarantees via
  $f$-Divergences","We derive the optimal differential privacy (DP) parameters of a mechanism
that satisfies a given level of R\'enyi differential privacy (RDP). Our result
is based on the joint range of two $f$-divergences that underlie the
approximate and the R\'enyi variations of differential privacy. We apply our
result to the moments accountant framework for characterizing privacy
guarantees of stochastic gradient descent. When compared to the
state-of-the-art, our bounds may lead to about 100 more stochastic gradient
descent iterations for training deep learning models for the same privacy
budget.",cs.IT,"cs.LG, math.IT, stat.ML, cs.CR, cs.IT",5,Information Theory,"Machine Learning, Information Theory, Machine Learning, Cryptography and Security, Information Theory",Lalitha Sankar,"Shahab Asoodeh, Jiachun Liao, Flavio P. Calmon, Oliver Kosut, Lalitha Sankar",5,http://arxiv.org/pdf/2001.05990v1,http://arxiv.org/abs/2001.05990v1,2020-01-16
Cross-conformal e-prediction,"This note discusses a simple modification of cross-conformal prediction
inspired by recent work on e-values. The precursor of conformal prediction
developed in the 1990s by Gammerman, Vapnik, and Vovk was also based on
e-values and is called conformal e-prediction in this note. Replacing e-values
by p-values led to conformal prediction, which has important advantages over
conformal e-prediction without obvious disadvantages. The situation with
cross-conformal prediction is, however, different: whereas for cross-conformal
prediction validity is only an empirical fact (and can be broken with excessive
randomization), this note draws the reader's attention to the obvious fact that
cross-conformal e-prediction enjoys a guaranteed property of validity.",cs.LG,"stat.ML, cs.LG, 68T05",3,Machine Learning,"Machine Learning, Machine Learning",Vladimir Vovk,Vladimir Vovk,1,http://arxiv.org/pdf/2001.05989v1,http://arxiv.org/abs/2001.05989v1,2020-01-16
Reward Shaping for Reinforcement Learning with Omega-Regular Objectives,"Recently, successful approaches have been made to exploit good-for-MDPs
automata (B\""uchi automata with a restricted form of nondeterminism) for model
free reinforcement learning, a class of automata that subsumes good for games
automata and the most widespread class of limit deterministic automata. The
foundation of using these B\""uchi automata is that the B\""uchi condition can,
for good-for-MDP automata, be translated to reachability.
  The drawback of this translation is that the rewards are, on average, reaped
very late, which requires long episodes during the learning process. We devise
a new reward shaping approach that overcomes this issue. We show that the
resulting model is equivalent to a discounted payoff objective with a biased
discount that simplifies and improves on prior work in this direction.",cs.LO,"cs.LO, cs.LG",2,Logic in Computer Science,"Logic in Computer Science, Machine Learning",D. Wojtczak,"E. M. Hahn, M. Perez, S. Schewe, F. Somenzi, A. Trivedi, D. Wojtczak",6,http://arxiv.org/pdf/2001.05977v1,http://arxiv.org/abs/2001.05977v1,2020-01-16
"Robust Topological Descriptors for Machine Learning Prediction of Guest
  Adsorption in Nanoporous Materials","In recent years, machine learning (ML) for predicting material properties has
emerged as a quicker alternative to experimental and simulation-based
investigations. Standard ML approaches tend to utilize specific domain
knowledge when designing feature inputs. Each ML property predictor then
requires a set of tailored structural features - this can commonly lead to
drawbacks, due to the small number of implemented features and their lack of
prediction transferability across different predictors. The latter has been
empirically observed in the case of guest uptake predictors for nanoporous
materials, where local and global porosity features become dominant descriptors
at low and high pressures, respectively. Here, we provide a more holistic
feature representation for materials structures using tools from topological
data analysis and persistent homology to describe the geometry and topology of
nanoporous materials at various scales. We demonstrate an application of these
topology-based feature representations to predict methane uptakes for zeolite
structures in the range of 1-200 bar. These predictions show a root-mean-square
deviation decrease of up to 50% at low pressures and up to 100% across high
pressures in comparison to a model based on commonly used local and global
features. Similarly, the topology-based model shows an increase of 0.2-0.3 in
R2 score in comparison to the commonly used porosity descriptors. Notably,
unlike the standard porosity features, the topology-based features show
accuracy across multiple different pressures. Furthermore, we show feature
importance in terms of different topological features, thus elucidating
information about the channel and pore sizes that correlate best to adsorption
properties. Finally, we demonstrate that ML models relying on a combination of
topological and commonly employed descriptors provide even better guest uptake
regressors.",cond-mat.mtrl-sci,"physics.comp-ph, cond-mat.mtrl-sci, cs.LG, math.AT",4,Materials Science,"Computational Physics, Materials Science, Machine Learning, Algebraic Topology",Dmitriy Morozov,"Aditi S. Krishnapriyan, Maciej Haranczyk, Dmitriy Morozov",3,http://arxiv.org/pdf/2001.05972v1,http://arxiv.org/abs/2001.05972v1,2020-01-16
