title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
"GraspNet: A Large-Scale Clustered and Densely Annotated Datase for
  Object Grasping","Object grasping is critical for many applications, which is also a
challenging computer vision problem. However, for the clustered scene, current
researches suffer from the problems of insufficient training data and the
lacking of evaluation benchmarks. In this work, we contribute a large-scale
grasp pose detection dataset with a unified evaluation system. Our dataset
contains 87,040 RGBD images with over 370 million grasp poses. Meanwhile, our
evaluation system directly reports whether a grasping is successful or not by
analytic computation, which is able to evaluate any kind of grasp poses without
exhausted labeling pose ground-truth. We conduct extensive experiments to show
that our dataset and evaluation system can align well with real-world
experiments. Our dataset, source code and models will be made publicly
available.",cs.CV,"cs.CV, cs.RO",2,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Robotics",Cewu Lu,"Hao-Shu Fang, Chenxi Wang, Minghao Gou, Cewu Lu",4,http://arxiv.org/pdf/1912.13470v1,http://arxiv.org/abs/1912.13470v1,2019-12-31
Face X-ray for More General Face Forgery Detection,"In this paper we propose a novel image representation called face X-ray for
detecting forgery in face images. The face X-ray of an input face image is a
greyscale image that reveals whether the input image can be decomposed into the
blending of two images from different sources. It does so by showing the
blending boundary for a forged image and the absence of blending for a real
image. We observe that most existing face manipulation methods share a common
step: blending the altered face into an existing background image. For this
reason, face X-ray provides an effective way for detecting forgery generated by
most existing face manipulation algorithms. Face X-ray is general in the sense
that it only assumes the existence of a blending step and does not rely on any
knowledge of the artifacts associated with a specific face manipulation
technique. Indeed, the algorithm for computing face X-ray can be trained
without fake images generated by any of the state-of-the-art face manipulation
methods. Extensive experiments show that face X-ray remains effective when
applied to forgery generated by unseen face manipulation techniques, while most
existing face forgery detection algorithms experience a significant performance
drop.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Baining Guo,"Lingzhi Li, Jianmin Bao, Ting Zhang, Hao Yang, Dong Chen, Fang Wen, Baining Guo",7,http://arxiv.org/pdf/1912.13458v1,http://arxiv.org/abs/1912.13458v1,2019-12-31
FaceShifter: Towards High Fidelity And Occlusion Aware Face Swapping,"In this work, we propose a novel two-stage framework, called FaceShifter, for
high fidelity and occlusion aware face swapping. Unlike many existing face
swapping works that leverage only limited information from the target image
when synthesizing the swapped face, our framework, in its first stage,
generates the swapped face in high-fidelity by exploiting and integrating the
target attributes thoroughly and adaptively. We propose a novel attributes
encoder for extracting multi-level target face attributes, and a new generator
with carefully designed Adaptive Attentional Denormalization (AAD) layers to
adaptively integrate the identity and the attributes for face synthesis. To
address the challenging facial occlusions, we append a second stage consisting
of a novel Heuristic Error Acknowledging Refinement Network (HEAR-Net). It is
trained to recover anomaly regions in a self-supervised way without any manual
annotations. Extensive experiments on wild faces demonstrate that our face
swapping results are not only considerably more perceptually appealing, but
also better identity preserving in comparison to other state-of-the-art
methods.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Fang Wen,"Lingzhi Li, Jianmin Bao, Hao Yang, Dong Chen, Fang Wen",5,http://arxiv.org/pdf/1912.13457v1,http://arxiv.org/abs/1912.13457v1,2019-12-31
BIRL: Benchmark on Image Registration methods with Landmark validation,"This report presents a generic image registration benchmark with automatic
evaluation using landmark annotations. The BIRL framework has a few key
features, such as: easily extendable, performance evaluation, parallel
experimenting, simple visualisations, experiment's time-out limit, pause/resume
experiments. The main use-cases are (a) compare your (newly developed) method
with some State-of-the-Art (SOTA) methods on a common dataset and (b)
experiment SOTA methods on your custom dataset (which should contain landmark
annotation). In this paper, we present mixed-methods aiming at bio-medical
imaging and experimental result on CIMA dataset. However, any other methods for
other domain can be added or costume dataset to be used.
https://borda.github.io/BIRL",cs.CV,"cs.CV, cs.PF, eess.IV",3,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Performance, Image and Video Processing",Jiri Borovec,Jiri Borovec,1,http://arxiv.org/pdf/1912.13452v1,http://arxiv.org/abs/1912.13452v1,2019-12-31
Learning Wavefront Coding for Extended Depth of Field Imaging,"The depth of field constitutes an important quality factor of imaging systems
that highly affects the content of the acquired spatial information in the
captured images. Extended depth of field (EDoF) imaging is a challenging
problem due to its highly ill-posed nature, hence it has been extensively
addressed in the literature. We propose a computational imaging approach for
EDoF, where we employ wavefront coding via a diffractive optical element (DOE)
and we achieve deblurring through a convolutional neural network. Thanks to the
end-to-end differentiable modeling of optical image formation and computational
post-processing, we jointly optimize the optical design, i.e., DOE, and the
deblurring through standard gradient descent methods. Based on the properties
of the underlying refractive lens and the desired EDoF range, we provide an
analytical expression for the search space of the DOE, which helps in the
convergence of the end-to-end network. We achieve superior EDoF imaging
performance compared to state of the art, where we demonstrate results with
minimal artifacts in various scenarios, including deep 3D scenes and broadband
imaging.",eess.IV,"cs.CV, eess.IV, physics.optics",3,Image and Video Processing,"Computer Vision and Pattern Recognition, Image and Video Processing, Optics",Atanas Gotchev,"Ugur Akpinar, Erdem Sahin, Atanas Gotchev",3,http://arxiv.org/pdf/1912.13423v1,http://arxiv.org/abs/1912.13423v1,2019-12-31
Morphology-Agnostic Visual Robotic Control,"Existing approaches for visuomotor robotic control typically require
characterizing the robot in advance by calibrating the camera or performing
system identification. We propose MAVRIC, an approach that works with minimal
prior knowledge of the robot's morphology, and requires only a camera view
containing the robot and its environment and an unknown control interface.
MAVRIC revolves around a mutual information-based method for self-recognition,
which discovers visual ""control points"" on the robot body within a few seconds
of exploratory interaction, and these control points in turn are then used for
visual servoing. MAVRIC can control robots with imprecise actuation, no
proprioceptive feedback, unknown morphologies including novel tools, unknown
camera poses, and even unsteady handheld cameras. We demonstrate our method on
visually-guided 3D point reaching, trajectory following, and robot-to-robot
imitation.",cs.RO,"cs.CV, cs.RO",2,Robotics,"Computer Vision and Pattern Recognition, Robotics",Sergey Levine,"Brian Yang, Dinesh Jayaraman, Glen Berseth, Alexei Efros, Sergey Levine",5,http://arxiv.org/pdf/1912.13360v1,http://arxiv.org/abs/1912.13360v1,2019-12-31
Learning 3D Human Shape and Pose from Dense Body Parts,"Reconstructing 3D human shape and pose from a monocular image is challenging
despite the promising results achieved by the most recent learning-based
methods. The commonly occurred misalignment comes from the facts that the
mapping from images to the model space is highly non-linear and the
rotation-based pose representation of the body model is prone to result in the
drift of joint positions. In this work, we investigate learning 3D human shape
and pose from dense correspondences of body parts and propose a
Decompose-and-aggregate Network (DaNet) to address these issues. DaNet adopts
the dense correspondence maps, which densely build a bridge between 2D pixels
and 3D vertexes, as intermediate representations to facilitate the learning of
2D-to-3D mapping. The prediction modules of DaNet are decomposed into one
global stream and multiple local streams to enable global and fine-grained
perceptions for the shape and pose predictions, respectively. Messages from
local streams are further aggregated to enhance the robust prediction of the
rotation-based poses, where a position-aided rotation feature refinement
strategy is proposed to exploit spatial relationships between body joints.
Moreover, a Part-based Dropout (PartDrop) strategy is introduced to drop out
dense information from intermediate representations during training,
encouraging the network to focus on more complementary body parts as well as
adjacent position features. The effectiveness of our method is validated on
both in-door and real-world datasets including the Human3.6M, UP3D, and
DensePose-COCO datasets. Experimental results show that the proposed method
significantly improves the reconstruction performance in comparison with
previous state-of-the-art methods. Our code will be made publicly available at
https://hongwenzhang.github.io/dense2mesh .",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Zhenan Sun,"Hongwen Zhang, Jie Cao, Guo Lu, Wanli Ouyang, Zhenan Sun",5,http://arxiv.org/pdf/1912.13344v1,http://arxiv.org/abs/1912.13344v1,2019-12-31
"Volumetric Lung Nodule Segmentation using Adaptive ROI with Multi-View
  Residual Learning","Accurate quantification of pulmonary nodules can greatly assist the early
diagnosis of lung cancer, which can enhance patient survival possibilities. A
number of nodule segmentation techniques have been proposed, however, all of
the existing techniques rely on radiologist 3-D volume of interest (VOI) input
or use the constant region of interest (ROI) and only investigate the presence
of nodule voxels within the given VOI. Such approaches restrain the solutions
to investigate the nodule presence outside the given VOI and also include the
redundant structures into VOI, which may lead to inaccurate nodule
segmentation. In this work, a novel semi-automated approach for 3-D
segmentation of nodule in volumetric computerized tomography (CT) lung scans
has been proposed. The proposed technique can be segregated into two stages, at
the first stage, it takes a 2-D ROI containing the nodule as input and it
performs patch-wise investigation along the axial axis with a novel adaptive
ROI strategy. The adaptive ROI algorithm enables the solution to dynamically
select the ROI for the surrounding slices to investigate the presence of nodule
using deep residual U-Net architecture. The first stage provides the initial
estimation of nodule which is further utilized to extract the VOI. At the
second stage, the extracted VOI is further investigated along the coronal and
sagittal axis with two different networks and finally, all the estimated masks
are fed into the consensus module to produce the final volumetric segmentation
of nodule. The proposed approach has been rigorously evaluated on the LIDC
dataset, which is the largest publicly available dataset. The result suggests
that the approach is significantly robust and accurate as compared to the
previous state of the art techniques.",eess.IV,"stat.ML, cs.CV, eess.IV, cs.LG",4,Image and Video Processing,"Machine Learning, Computer Vision and Pattern Recognition, Image and Video Processing, Machine Learning",Byung IlLee,"Muhammad Usman, Byoung-Dai Lee, Shi Sub Byon, Sung Hyun Kim, Byung IlLee",5,http://arxiv.org/pdf/1912.13335v1,http://arxiv.org/abs/1912.13335v1,2019-12-31
"Microlens array grid estimation, light field decoding, and calibration","We quantitatively investigate multiple algorithms for microlens array grid
estimation for microlens array-based light field cameras. Explicitly taking
into account natural and mechanical vignetting effects, we propose a new method
for microlens array grid estimation that outperforms the ones previously
discussed in the literature. To quantify the performance of the algorithms, we
propose an evaluation pipeline utilizing application-specific ray-traced white
images with known microlens positions. Using a large dataset of synthesized
white images, we thoroughly compare the performance of the different estimation
algorithms. As an example, we apply our results to the decoding and calibration
of light fields taken with a Lytro Illum camera. We observe that decoding as
well as calibration benefit from a more accurate, vignetting-aware grid
estimation, especially in peripheral subapertures of the light field.",eess.IV,"cs.CV, eess.IV",2,Image and Video Processing,"Computer Vision and Pattern Recognition, Image and Video Processing",Fernando Puente León,"Maximilian Schambach, Fernando Puente León",2,http://arxiv.org/pdf/1912.13298v1,http://arxiv.org/abs/1912.13298v1,2019-12-31
"Automatic segmentation and determining radiodensity of the liver in a
  large-scale CT database","This study proposes an automatic technique for liver segmentation in computed
tomography (CT) images. Localization of the liver volume is based on the
correlation with an optimized set of liver templates developed by the authors
that allows clear geometric interpretation. Radiodensity values are calculated
based on the boundaries of the segmented liver, which allows identifying liver
abnormalities. The performance of the technique was evaluated on 700 CT images
from dataset of the Unified Radiological Information System (URIS) of Moscow.
Despite the decrease in accuracy, the technique is applicable to CT volumes
with a partially visible region of the liver. The technique can be used to
process CT images obtained in various patient positions in a wide range of
exposition parameters. It is capable in dealing with low dose CT scans in real
large-scale medical database with over 1 million of studies.",eess.IV,"cs.CV, eess.IV, physics.med-ph",3,Image and Video Processing,"Computer Vision and Pattern Recognition, Image and Video Processing, Medical Physics",S. P. Morozov,"N. S. Kulberg, A. B. Elizarov, V. P. Novik, V. A. Gombolevsky, A. P. Gonchar, A. L. Alliua, V. Yu. Bosin, A. V. Vladzymyrsky, S. P. Morozov",9,http://arxiv.org/pdf/1912.13290v1,http://arxiv.org/abs/1912.13290v1,2019-12-31
Fungal architecture,"As one of the primary consumers of environmental resource, the building
industry faces unprecedented challenges in needing to reduce the environmental
impact of current consumption practices. This applies to both the construction
of the built environment and resource consumption during its occupation and
use. Where incremental improvements to current practices can be realised, the
net benefits are often far outstripped by the burgeoning demands of rapidly
increasing population growth and urbanisation. Against the backdrop of this
grand societal challenge, it is necessary to explore approaches that envision a
paradigm shift in how material is sourced, processed and assembled to address
the magnitude of these challenges in a truly sustainable way, and which can
even provide added value. We propose to develop a structural substrate by using
live fungal mycelium, functionalise the substrate with nanoparticles and
polymers to make a mycelium-based electronics, implement sensorial fusion and
decision making in the fungal electronics and to growing monolithic buildings
from the functionalised fungal substrate. Fungal buildings will self-grow,
build, and repair themselves subject to substrate supplied, use natural
adaptation to the environment, sense all what human can sense.",cs.ET,cs.ET,1,Emerging Technologies,Emerging Technologies,Han Wosten,"Andrew Adamatzky, Phil Ayres, Gianluca Belotti, Han Wosten",4,http://arxiv.org/pdf/1912.13262v1,http://arxiv.org/abs/1912.13262v1,2019-12-31
"Stochastic Recursive Variance Reduction for Efficient Smooth Non-Convex
  Compositional Optimization","Stochastic compositional optimization arises in many important machine
learning tasks such as value function evaluation in reinforcement learning and
portfolio management. The objective function is the composition of two
expectations of stochastic functions, and is more challenging to optimize than
vanilla stochastic optimization problems. In this paper, we investigate the
stochastic compositional optimization in the general smooth non-convex setting.
We employ a recently developed idea of \textit{Stochastic Recursive Gradient
Descent} to design a novel algorithm named SARAH-Compositional, and prove a
sharp Incremental First-order Oracle (IFO) complexity upper bound for
stochastic compositional optimization: $\mathcal{O}((n+m)^{1/2}
\varepsilon^{-2})$ in the finite-sum case and $\mathcal{O}(\varepsilon^{-3})$
in the online case. Such a complexity is known to be the best one among IFO
complexity results for non-convex stochastic compositional optimization, and is
believed to be optimal. Our experiments validate the theoretical performance of
our algorithm.",stat.ML,"stat.ML, math.OC, cs.LG",3,Machine Learning,"Machine Learning, Optimization and Control, Machine Learning",Ji Liu,"Huizhuo Yuan, Xiangru Lian, Ji Liu",3,http://arxiv.org/pdf/1912.13515v1,http://arxiv.org/abs/1912.13515v1,2019-12-31
A frequency-domain analysis of inexact gradient descent,"We study robustness properties of inexact gradient descent for strongly
convex functions, as well as for the larger class of functions with
sector-bounded gradients, under a relative error model. Proofs of the
corresponding convergence rates are based on frequency-domain criteria for the
stability of nonlinear systems perturbed by additive noise.",math.OC,"cs.NA, math.NA, cs.LG, cs.SY, math.OC, eess.SY",6,Optimization and Control,"Numerical Analysis, Numerical Analysis, Machine Learning, Systems and Control, Optimization and Control",Oran Gannot,Oran Gannot,1,http://arxiv.org/pdf/1912.13494v1,http://arxiv.org/abs/1912.13494v1,2019-12-31
"On the Difference Between the Information Bottleneck and the Deep
  Information Bottleneck","Combining the Information Bottleneck model with deep learning by replacing
mutual information terms with deep neural nets has proved successful in areas
ranging from generative modelling to interpreting deep neural networks. In this
paper, we revisit the Deep Variational Information Bottleneck and the
assumptions needed for its derivation. The two assumed properties of the data
$X$, $Y$ and their latent representation $T$ take the form of two Markov chains
$T-X-Y$ and $X-T-Y$. Requiring both to hold during the optimisation process can
be limiting for the set of potential joint distributions $P(X,Y,T)$. We
therefore show how to circumvent this limitation by optimising a lower bound
for $I(T;Y)$ for which only the latter Markov chain has to be satisfied. The
actual mutual information consists of the lower bound which is optimised in
DVIB and cognate models in practice and of two terms measuring how much the
former requirement $T-X-Y$ is violated. Finally, we propose to interpret the
family of information bottleneck models as directed graphical models and show
that in this framework the original and deep information bottlenecks are
special cases of a fundamental IB model.",cs.LG,"stat.ML, math.IT, cs.IT, cs.LG",4,Machine Learning,"Machine Learning, Information Theory, Information Theory, Machine Learning",Volker Roth,"Aleksander Wieczorek, Volker Roth",2,http://arxiv.org/pdf/1912.13480v1,http://arxiv.org/abs/1912.13480v1,2019-12-31
"Revisiting Landscape Analysis in Deep Neural Networks: Eliminating
  Decreasing Paths to Infinity","Traditional landscape analysis of deep neural networks aims to show that no
sub-optimal local minima exist in some appropriate sense. From this, one may be
tempted to conclude that descent algorithms which escape saddle points will
reach a good local minimum. However, basic optimization theory tell us that it
is also possible for a descent algorithm to diverge to infinity if there are
paths leading to infinity, along which the loss function decreases. It is not
clear whether for non-linear neural networks there exists one setting that no
bad local-min and no decreasing paths to infinity can be simultaneously
achieved. In this paper, we give the first positive answer to this question.
More specifically, for a large class of over-parameterized deep neural networks
with appropriate regularizers, the loss function has no bad local minima and no
decreasing paths to infinity. The key mathematical trick is to show that the
set of regularizers which may be undesirable can be viewed as the image of a
Lipschitz continuous mapping from a lower-dimensional Euclidean space to a
higher-dimensional Euclidean space, and thus has zero measure.",cs.LG,"stat.ML, cs.LG",2,Machine Learning,"Machine Learning, Machine Learning",R. Srikant,"Shiyu Liang, Ruoyu Sun, R. Srikant",3,http://arxiv.org/pdf/1912.13472v1,http://arxiv.org/abs/1912.13472v1,2019-12-31
Reward-Conditioned Policies,"Reinforcement learning offers the promise of automating the acquisition of
complex behavioral skills. However, compared to commonly used and
well-understood supervised learning methods, reinforcement learning algorithms
can be brittle, difficult to use and tune, and sensitive to seemingly innocuous
implementation decisions. In contrast, imitation learning utilizes standard and
well-understood supervised learning methods, but requires near-optimal expert
data. Can we learn effective policies via supervised learning without
demonstrations? The main idea that we explore in this work is that non-expert
trajectories collected from sub-optimal policies can be viewed as optimal
supervision, not for maximizing the reward, but for matching the reward of the
given trajectory. By then conditioning the policy on the numerical value of the
reward, we can obtain a policy that generalizes to larger returns. We show how
such an approach can be derived as a principled method for policy search,
discuss several variants, and compare the method experimentally to a variety of
current reinforcement learning methods on standard benchmarks.",cs.LG,"stat.ML, cs.LG",2,Machine Learning,"Machine Learning, Machine Learning",Sergey Levine,"Aviral Kumar, Xue Bin Peng, Sergey Levine",3,http://arxiv.org/pdf/1912.13465v1,http://arxiv.org/abs/1912.13465v1,2019-12-31
